,Unnamed: 0,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory,school_wise_data
253,253,0,3,5,0,0,0,1,0,4,4,0,1,1,2,3,1,4,16,0,8,0.87,female,,,,
254,254,0,3,5,1,0,0,1,0,5,2,2,1,0,1,1,0,3,16,0,5,0.796,female,,,,
255,255,0,3,4,0,0,0,1,0,1,5,0,1,0,3,4,1,1,26,0,7,0.57,female,,,,
256,256,0,4,6,0,0,0,1,0,0,5,2,1,1,3,3,1,2,4,1,6,0.82,male,,,,
257,257,0,1,2,0,0,1,1,0,0,0,1,1,0,2,3,1,4,31,1,8,0.449,male,,,,
258,258,0,1,5,0,0,0,0,0,1,2,2,1,1,1,4,0,1,25,1,5,0.18,male,,,,
259,259,0,4,1,0,1,0,1,0,0,2,1,1,0,2,1,1,2,10,0,7,0.839,female,,,,
260,260,1,4,7,0,0,0,1,0,3,3,2,1,1,1,1,1,4,27,0,5,0.211,female,,,,
261,261,0,3,2,1,1,0,1,0,1,1,1,0,1,4,3,1,3,14,1,6,0.934,male,,,,
262,262,0,1,1,0,0,0,1,0,2,5,1,0,1,4,1,1,5,11,1,5,0.9,male,,,,
263,263,0,4,3,1,0,0,1,0,2,1,1,0,0,2,4,1,3,7,1,5,0.66,male,,,,
264,264,0,3,2,1,0,0,1,0,1,1,1,1,1,3,2,1,5,1,0,7,0.455,female,,,,
265,265,0,2,3,1,1,0,1,0,1,2,2,0,1,4,3,1,3,27,1,6,0.703,male,,,,
266,266,0,1,1,1,0,0,0,1,3,0,0,1,1,4,1,1,4,6,0,9,0.316,female,,,,
267,267,0,1,2,0,0,0,1,0,5,4,1,1,0,4,4,1,3,23,0,5,0.925,female,,,,
268,268,1,1,4,0,1,0,1,0,4,2,1,1,1,2,2,1,3,29,1,8,0.643,male,,,,
269,269,0,3,4,0,0,1,1,0,1,4,0,0,1,2,3,1,3,8,1,7,0.588,male,,,,
270,270,0,3,4,1,1,0,1,0,0,1,1,0,1,3,4,1,5,7,0,9,0.557,female,,,,
271,271,0,2,3,0,0,0,1,0,4,3,2,0,1,3,3,1,5,10,0,5,0.76,female,,,,
272,272,0,3,2,0,0,0,1,0,3,4,2,1,1,2,1,1,2,3,0,6,0.362,female,,,,
273,273,0,3,5,0,0,0,1,0,5,5,0,0,1,4,4,0,1,2,0,6,0.487,female,,,,
274,274,0,4,5,0,0,0,0,1,4,4,1,1,1,2,4,1,4,5,0,7,0.898,female,,,,
275,275,0,1,5,0,1,0,0,0,3,3,0,1,1,4,3,0,2,15,1,6,0.673,male,,,,
276,276,0,2,5,1,0,0,1,0,2,2,1,1,1,4,4,0,3,11,0,7,0.493,female,,,,
277,277,0,1,5,0,0,1,1,0,1,3,0,0,1,4,4,1,1,21,0,8,0.301,female,,,,
278,278,0,3,7,1,0,0,0,0,0,0,2,1,1,4,3,1,2,15,1,7,0.48,male,,,,
279,279,0,3,4,0,0,0,1,0,5,5,0,1,1,3,4,1,1,33,1,8,0.182,male,,,,
280,280,0,3,1,0,0,0,1,0,2,3,1,0,1,3,2,1,5,14,1,6,0.476,male,,,,
281,281,0,1,5,0,0,0,1,0,5,4,2,0,1,4,4,1,2,26,0,6,0.958,female,,,,
282,282,0,1,7,0,0,0,1,1,3,4,1,0,1,2,3,1,2,11,1,6,0.25,male,,,,
283,283,0,4,4,0,1,0,0,0,3,3,2,1,1,2,2,1,5,14,1,5,0.342,male,,,,
284,284,0,3,1,0,0,0,1,0,3,1,0,0,1,2,2,0,3,16,0,6,0.763,female,,,,
285,285,0,3,6,0,1,0,0,0,4,1,0,0,1,4,3,0,4,18,0,4,0.935,female,,,,
286,286,0,1,4,0,0,0,1,0,5,4,0,1,1,4,2,0,3,29,0,5,0.45,female,,,,
287,287,0,1,1,0,0,0,1,0,3,1,2,0,1,3,2,1,3,19,1,6,0.941,male,,,,
288,288,0,1,6,1,0,0,0,0,3,3,1,1,1,3,1,0,4,9,0,5,0.731,female,,,,
289,289,0,3,5,0,1,0,1,1,4,1,0,0,1,4,1,1,3,13,1,8,0.48,male,,,,
290,290,0,1,3,1,0,0,0,0,5,4,2,1,1,1,4,1,3,22,0,6,0.922,female,,,,
291,291,1,4,3,0,0,0,1,0,5,5,1,0,1,4,1,1,2,21,0,4,0.758,female,,,,
292,292,1,3,2,0,1,0,1,0,3,4,1,0,1,4,2,1,4,30,0,6,0.481,female,,,,
293,293,1,1,5,0,0,0,1,0,5,0,1,0,0,2,2,1,4,2,0,7,0.414,female,,,,
294,294,1,4,7,0,1,1,1,0,3,5,2,0,1,1,2,0,1,32,1,5,0.754,male,,,,
295,295,0,2,1,0,0,0,1,0,4,5,1,0,0,1,2,1,1,16,0,4,0.11,female,,,,
296,296,0,1,2,0,0,0,1,1,4,0,1,1,0,4,4,1,4,5,1,7,0.566,male,,,,
297,297,1,4,7,1,1,1,1,0,4,4,1,0,1,4,1,1,3,33,1,7,0.954,male,,,,
298,298,0,1,3,0,0,0,1,1,5,3,2,1,1,2,3,1,4,5,0,7,0.715,female,,,,
299,299,0,4,3,0,0,0,1,0,0,2,0,1,0,1,1,1,3,31,1,5,0.956,male,,,,
300,300,0,1,6,0,0,0,0,0,2,0,0,1,1,1,4,1,1,3,0,7,0.815,female,,,,
301,301,0,2,2,0,0,0,1,0,4,5,2,0,1,1,2,0,3,19,1,3,0.207,male,,,,
302,302,0,2,7,1,0,1,1,0,4,3,1,0,1,2,3,1,1,17,0,7,0.17,female,,,,
303,303,0,3,7,1,1,0,1,1,5,0,2,0,1,3,1,0,5,3,1,8,0.681,male,,,,
304,304,1,4,6,0,0,1,1,0,1,3,1,0,1,2,4,1,3,12,1,7,0.642,male,,,,
305,305,0,2,6,0,1,0,0,0,3,0,2,0,0,1,2,1,2,22,0,4,0.7,female,,,,
306,306,0,3,3,0,0,0,1,0,5,2,0,1,1,3,3,1,2,32,0,7,0.786,female,,,,
307,307,0,4,5,0,0,0,0,0,3,3,0,0,1,3,2,1,2,16,1,5,0.828,male,,,,
308,308,0,4,7,0,1,0,1,0,0,4,1,1,1,2,4,1,4,18,0,8,0.677,female,,,,
309,309,0,2,6,0,1,0,0,0,5,4,1,1,0,2,4,1,3,31,1,6,0.7,male,,,,
310,310,0,2,1,0,0,0,0,1,1,1,2,0,1,3,3,1,3,3,0,6,0.149,female,,,,
311,311,0,1,5,0,0,0,0,0,0,3,2,1,1,3,4,1,1,10,0,8,0.933,female,,,,
312,312,0,2,1,0,1,0,0,0,1,4,2,1,1,4,4,1,1,5,0,7,0.848,female,,,,
313,313,1,3,5,0,0,0,1,0,1,0,0,0,1,3,3,1,4,24,1,9,0.655,male,,,,
314,314,0,4,2,0,1,1,1,0,4,1,1,1,0,1,2,1,5,1,1,5,0.277,male,,,,
315,315,1,2,4,0,0,1,1,0,0,5,1,0,1,1,4,1,1,9,0,8,0.984,female,,,,
316,316,0,2,7,0,1,0,0,0,0,2,1,1,1,3,1,1,3,32,0,7,0.137,female,,,,
317,317,1,4,3,0,1,0,1,0,0,1,2,0,1,2,1,1,3,14,1,7,0.997,male,,,,
318,318,0,1,2,0,0,0,1,0,2,2,0,0,1,4,1,1,4,1,0,5,0.309,female,,,,
319,319,0,1,4,0,0,0,1,0,4,3,0,0,1,1,4,0,4,31,0,5,0.629,female,,,,
320,320,0,3,1,1,0,0,1,0,1,3,0,1,1,4,2,1,3,24,1,8,0.701,male,,,,
321,321,0,2,6,0,1,1,1,0,0,1,0,1,0,4,3,1,5,17,0,8,0.351,female,,,,
322,322,0,1,6,0,0,0,1,0,4,2,0,0,1,2,2,0,5,27,1,5,0.288,male,,,,
323,323,0,4,2,0,0,1,0,0,3,1,0,0,1,3,2,1,2,25,0,5,0.728,female,,,,
324,324,0,3,6,0,1,0,1,0,1,4,0,1,1,2,4,1,5,30,1,9,0.21,male,,,,
325,325,1,2,2,0,0,0,1,0,5,1,1,0,1,1,2,1,2,28,0,5,0.387,female,,,,
326,326,0,1,6,0,0,0,1,0,5,3,1,0,1,1,2,1,4,7,0,4,0.11,female,,,,
327,327,1,4,3,1,0,0,1,0,3,5,2,1,1,4,3,1,5,6,0,6,0.142,female,,,,
328,328,0,1,2,1,0,0,0,0,0,4,2,1,1,1,3,0,3,28,1,5,0.924,male,,,,
329,329,0,4,1,0,0,0,0,0,5,2,1,0,1,1,4,1,2,27,0,4,0.921,female,,,,
330,330,0,2,1,1,0,0,1,0,4,5,0,1,0,4,3,1,2,25,1,7,0.426,male,,,,
331,331,0,3,3,0,1,0,1,0,4,2,2,1,0,1,1,1,1,20,0,5,0.988,female,,,,
332,332,0,4,5,0,1,0,0,1,2,5,1,0,1,3,3,0,5,21,0,5,0.634,female,,,,
333,333,0,2,4,0,0,1,1,0,3,4,1,1,1,1,2,1,2,11,1,6,0.98,male,,,,
334,334,0,4,6,0,1,0,1,0,3,5,1,1,1,4,4,1,1,20,1,6,0.371,male,,,,
335,335,0,2,3,0,0,0,1,0,1,3,0,1,1,3,4,1,5,8,1,8,0.24,male,,,,
336,336,0,1,7,0,0,0,1,0,0,2,0,1,1,3,3,1,2,17,1,8,0.217,male,,,,
337,337,0,1,4,0,0,1,1,0,4,5,0,1,1,4,1,1,2,17,1,7,0.225,male,,,,
338,338,0,2,2,0,0,0,1,0,2,3,1,0,1,3,3,0,2,27,1,4,0.295,male,,,,
339,339,0,4,3,1,0,0,1,0,5,3,2,0,1,4,1,0,2,16,0,3,0.181,female,,,,
340,340,0,4,2,0,0,0,1,0,5,5,2,0,1,2,3,1,1,7,0,4,0.869,female,,,,
341,341,0,1,3,0,0,1,1,0,0,4,1,1,1,4,3,1,3,14,0,7,0.112,female,,,,
342,342,0,4,2,0,1,0,1,0,4,4,0,0,1,2,1,1,4,11,0,6,0.821,female,,,,
343,343,0,1,3,1,0,0,1,0,4,5,0,0,1,1,4,1,1,30,0,7,0.123,female,,,,
344,344,0,1,1,0,0,0,1,0,3,0,2,0,0,3,2,1,3,30,1,6,0.939,male,,,,
345,345,1,3,6,0,1,0,0,0,0,2,0,0,1,4,1,1,1,8,1,7,0.351,male,,,,
346,346,0,4,4,1,0,1,1,1,5,1,0,1,1,2,4,1,4,12,0,10,0.206,female,,,,
347,347,0,4,3,0,1,0,1,0,2,3,2,0,1,2,2,1,3,33,0,5,0.123,female,,,,
348,348,0,4,3,0,1,0,1,1,2,5,1,1,1,4,3,1,4,32,1,6,0.982,male,,,,
349,349,0,2,1,0,0,1,1,0,0,3,2,1,1,4,4,1,3,4,0,9,0.347,female,,,,
350,350,1,2,6,0,0,0,1,0,3,2,1,0,0,1,4,0,4,19,1,4,0.142,male,,,,
351,351,0,4,7,0,0,1,1,0,0,1,1,1,1,4,3,1,1,2,1,6,0.29,male,,,,
352,352,0,1,2,1,0,0,0,0,3,4,2,0,1,3,4,1,1,31,0,6,0.553,female,,,,
353,353,0,4,3,0,0,1,1,0,5,3,0,0,0,3,4,1,3,15,0,6,0.856,female,,,,
354,354,0,2,3,0,0,0,1,0,1,2,0,0,0,2,1,0,3,8,1,4,0.425,male,,,,
355,355,0,1,1,0,1,0,0,0,4,1,1,1,1,4,4,1,1,19,0,7,0.433,female,,,,
356,356,1,2,3,0,1,0,0,0,0,2,2,1,1,2,2,1,3,9,0,8,0.46,female,,,,
357,357,0,4,2,0,0,0,1,0,4,4,0,1,0,3,3,1,1,24,1,5,0.665,male,,,,
358,358,0,2,6,1,0,0,1,0,3,2,0,1,1,3,1,1,2,26,0,8,0.795,female,,,,
359,359,0,3,5,0,0,0,1,0,3,5,2,0,1,3,3,1,4,17,1,6,0.425,male,,,,
360,360,0,4,3,0,0,1,1,0,5,3,0,0,1,1,2,0,5,21,1,4,0.234,male,,,,
361,361,1,3,4,0,0,0,1,0,0,0,0,0,1,2,2,1,2,10,1,9,0.781,male,,,,
362,362,0,1,1,0,0,0,0,0,5,5,0,1,1,2,3,0,3,16,1,6,0.89,male,,,,
363,363,0,4,1,0,0,0,1,1,1,1,0,1,0,2,3,1,2,15,1,7,0.59,male,,,,
364,364,0,1,7,0,0,1,0,0,3,1,1,0,1,3,1,1,3,14,0,5,0.116,female,,,,
365,365,0,3,7,0,0,0,1,1,4,1,0,1,1,1,1,0,4,21,0,6,0.72,female,,,,
366,366,1,2,1,0,0,0,0,0,0,1,2,1,1,3,1,1,5,27,0,8,0.06,female,,,,
367,367,0,2,2,0,0,1,0,0,2,2,0,0,1,1,4,1,2,24,1,6,0.324,male,,,,
368,368,0,4,1,0,0,0,0,0,1,3,0,0,1,1,1,1,4,30,1,4,0.855,male,,,,
369,369,0,3,6,0,0,0,1,0,0,5,0,0,1,1,1,1,5,4,0,6,0.98,female,,,,
370,370,0,4,6,0,0,0,1,0,3,5,1,0,1,3,2,1,5,19,1,4,0.133,male,,,,
371,371,1,3,4,0,0,0,0,0,0,4,1,0,1,4,3,0,4,2,1,4,0.654,male,,,,
372,372,0,3,5,0,0,0,0,0,5,5,1,0,1,1,2,1,1,18,0,4,0.4,female,,,,
373,373,0,1,6,1,1,1,1,0,0,3,1,0,1,3,1,1,1,22,1,9,0.523,male,,,,
374,374,0,3,4,0,0,0,0,1,1,5,2,1,1,1,2,1,4,12,0,5,0.401,female,,,,
375,375,0,1,7,0,1,0,1,0,4,2,2,0,0,2,4,1,5,31,1,6,0.752,male,,,,
376,376,0,3,4,1,0,0,0,0,0,4,1,0,0,2,2,1,4,11,0,5,0.411,female,,,,
377,377,0,1,3,0,0,0,0,1,1,5,2,1,1,2,2,0,3,28,0,5,0.917,female,,,,
378,378,1,3,3,0,0,0,1,0,5,2,1,1,1,3,1,1,2,10,0,7,0.545,female,,,,
379,379,0,4,3,0,0,0,0,0,1,5,1,0,1,3,2,0,2,33,0,2,0.295,female,,,,
380,380,1,3,3,0,0,0,0,0,5,2,2,0,1,4,1,1,2,18,1,4,0.909,male,,,,
381,381,0,1,5,0,0,0,0,0,2,3,2,1,1,4,3,0,3,9,1,4,0.592,male,,,,
382,382,1,1,4,0,0,0,1,0,1,1,1,0,1,4,2,1,3,16,1,5,0.346,male,,,,
383,383,1,1,5,0,0,0,1,0,1,4,0,1,0,1,3,1,2,27,1,7,0.96,male,,,,
384,384,0,3,4,0,0,0,1,0,2,5,1,0,1,2,3,1,2,22,1,5,0.664,male,,,,
385,385,1,4,1,1,0,0,1,0,1,1,1,1,1,2,2,1,5,14,1,8,0.967,male,,,,
386,386,1,1,6,0,1,0,1,1,5,1,0,0,1,3,2,1,3,16,1,9,0.657,male,,,,
387,387,0,2,5,1,0,0,1,0,2,1,1,0,1,3,4,1,5,18,1,8,0.2,male,,,,
388,388,0,4,3,0,0,0,0,0,5,5,1,1,0,3,3,1,1,22,1,3,0.625,male,,,,
389,389,0,1,3,0,1,0,1,0,5,5,0,0,1,2,1,1,5,17,1,7,0.108,male,,,,
390,390,0,1,6,0,0,1,1,0,1,5,1,0,0,1,2,1,2,1,1,4,0.407,male,,,,
391,391,0,4,1,0,1,0,1,1,1,3,1,1,1,1,4,1,3,11,0,8,0.846,female,,,,
392,392,0,2,4,1,0,0,1,0,5,2,1,1,1,2,2,1,5,26,1,7,0.704,male,,,,
393,393,0,1,4,0,0,0,1,0,2,1,2,1,1,2,2,0,1,4,0,5,0.335,female,,,,
394,394,1,3,6,0,0,0,1,0,2,2,1,0,1,3,3,1,2,11,1,6,0.281,male,,,,
395,395,0,1,3,1,0,0,1,1,4,3,0,0,0,3,1,1,4,33,0,7,0.315,female,,,,
396,396,0,1,7,0,0,0,1,0,3,2,1,0,1,3,3,0,5,5,0,4,0.478,female,,,,
397,397,0,3,5,0,0,0,0,0,5,3,1,1,1,4,3,1,4,5,1,5,0.195,male,,,,
398,398,0,4,7,1,0,0,0,0,1,0,2,0,1,1,4,1,5,1,1,5,0.97,male,,,,
399,399,0,1,2,0,0,1,1,1,1,5,0,1,0,1,3,1,4,17,0,7,0.13,female,,,,
400,400,0,4,4,0,0,0,1,0,5,1,0,1,1,4,4,1,4,23,1,6,0.235,male,,,,
401,401,1,3,4,1,1,1,0,0,4,1,0,1,1,4,4,1,2,1,1,10,0.114,male,,,,
402,402,1,2,4,1,0,0,1,0,0,1,1,0,0,1,1,0,4,19,0,5,0.398,female,,,,
403,403,0,1,6,0,0,0,1,0,5,2,2,0,1,4,1,1,2,7,0,4,0.994,female,,,,
404,404,0,2,4,0,1,0,0,0,3,1,2,1,1,2,4,1,3,1,1,7,0.596,male,,,,
405,405,0,3,5,1,0,0,0,0,2,1,1,1,1,2,1,1,1,13,0,7,0.734,female,,,,
406,406,0,2,7,0,0,0,0,0,2,2,1,1,1,3,4,1,1,24,1,6,0.181,male,,,,
407,407,0,4,4,0,0,0,0,0,4,2,0,0,0,3,3,1,5,8,1,3,0.346,male,,,,
408,408,0,4,2,0,1,0,1,1,3,1,0,0,1,1,4,1,3,21,1,7,0.13,male,,,,
409,409,0,1,5,0,0,0,0,0,2,2,2,1,1,3,1,1,3,20,1,6,0.959,male,,,,
410,410,0,3,1,0,0,0,1,0,1,5,0,0,1,2,1,0,3,30,1,6,0.21,male,,,,
411,411,0,2,4,0,0,1,1,0,3,2,2,0,1,1,3,0,2,3,0,4,0.754,female,,,,
412,412,0,2,6,1,0,0,1,1,0,2,0,0,1,1,1,0,3,31,1,7,0.937,male,,,,
413,413,0,3,2,0,0,0,0,0,3,2,1,1,1,2,1,1,5,14,0,5,0.926,female,,,,
414,414,0,4,4,0,0,1,1,0,0,0,2,1,1,4,3,0,1,18,0,6,0.265,female,,,,
415,415,0,1,3,1,0,1,0,0,4,0,1,1,1,2,3,1,2,8,1,8,0.789,male,,,,
416,416,0,1,3,0,0,0,1,0,5,4,0,0,1,4,1,1,3,17,0,5,0.992,female,,,,
417,417,1,2,5,0,0,0,0,1,1,1,1,0,1,4,4,0,2,33,0,6,0.402,female,,,,
418,418,0,4,2,0,0,0,0,0,0,3,1,1,1,1,2,1,3,21,0,4,0.921,female,,,,
419,419,0,1,3,0,0,0,1,0,1,0,2,0,1,1,4,1,1,28,0,6,0.194,female,,,,
420,420,0,1,4,1,0,0,1,0,5,3,1,0,1,2,3,0,1,16,1,5,0.67,male,,,,
421,421,1,4,2,0,0,0,1,0,5,4,1,0,0,4,1,0,1,19,1,2,0.609,male,,,,
422,422,0,4,2,0,0,0,1,0,5,2,1,0,0,1,3,1,1,16,1,2,0.204,male,,,,
423,423,0,4,6,0,1,0,1,0,5,5,1,0,1,1,3,0,3,1,1,3,0.496,male,,,,
424,424,0,3,6,1,1,1,1,0,1,2,1,0,1,3,2,1,1,29,1,8,0.18,male,,,,
425,425,0,3,3,0,0,0,0,0,1,5,1,1,1,1,4,1,5,16,1,5,0.432,male,,,,
426,426,0,1,5,0,0,0,1,0,3,3,1,0,1,2,1,1,3,16,0,6,0.417,female,,,,
427,427,0,1,3,0,0,0,1,0,0,4,1,0,1,3,2,1,5,14,1,6,0.629,male,,,,
428,428,0,2,3,0,0,0,1,0,4,4,1,1,1,4,1,1,1,1,1,5,0.29,male,,,,
429,429,0,2,2,0,0,0,0,0,1,0,2,0,1,4,3,1,2,7,1,4,0.566,male,,,,
430,430,0,2,3,1,0,1,0,0,0,4,2,1,1,4,3,0,2,9,0,6,0.235,female,,,,
431,431,0,4,4,0,0,0,1,1,0,3,2,1,1,4,2,1,2,3,0,6,0.111,female,,,,
432,432,0,4,3,0,0,0,1,0,2,0,2,1,1,1,4,1,5,7,0,6,0.102,female,,,,
433,433,0,2,1,0,0,1,1,0,1,5,2,1,1,2,1,1,2,27,1,8,0.85,male,,,,
434,434,1,4,6,1,1,1,1,1,1,3,2,1,1,2,1,1,3,12,0,10,0.624,female,,,,
435,435,0,1,3,0,0,0,1,1,0,1,1,0,1,1,3,1,3,3,0,6,0.44,female,,,,
436,436,0,4,1,0,0,1,1,0,0,5,1,1,0,1,4,0,5,20,1,6,0.516,male,,,,
437,437,0,2,3,0,0,1,1,1,3,1,1,1,1,2,2,0,5,4,0,7,0.682,female,,,,
438,438,0,2,2,0,0,0,1,0,3,2,0,1,1,4,2,1,2,19,0,6,0.528,female,,,,
439,439,0,1,1,0,0,0,1,0,0,4,1,0,1,2,4,1,4,22,1,8,0.733,male,,,,
440,440,1,2,1,0,1,0,1,0,0,5,0,0,1,1,2,1,3,3,0,9,0.835,female,,,,
441,441,0,3,1,0,0,0,0,0,5,1,2,1,0,4,3,1,2,22,0,4,0.966,female,,,,
442,442,0,1,3,0,1,0,1,0,4,3,2,1,0,2,1,1,5,20,1,6,0.712,male,,,,
443,443,1,4,4,0,1,0,0,0,3,1,2,1,0,1,4,1,4,25,0,5,0.162,female,,,,
444,444,1,4,6,1,0,0,1,0,4,5,1,1,1,2,2,1,1,2,0,7,0.505,female,,,,
445,445,0,1,3,0,0,0,1,0,2,5,2,0,1,2,4,1,5,20,1,6,0.53,male,,,,
446,446,0,3,2,1,0,0,1,0,1,2,1,1,1,2,2,1,1,13,1,7,0.689,male,,,,
447,447,0,2,2,0,0,0,1,0,5,1,1,0,0,3,1,0,4,32,1,3,0.137,male,,,,
448,448,0,2,4,0,0,0,1,0,5,1,1,1,1,4,1,1,4,33,1,5,0.62,male,,,,
449,449,0,3,6,0,0,1,0,0,2,0,2,0,1,4,2,1,1,22,1,5,0.405,male,,,,
450,450,0,3,6,0,1,0,1,0,1,4,2,0,0,1,3,1,3,26,0,4,0.76,female,,,,
451,451,0,1,3,0,0,1,0,0,4,3,1,1,1,4,3,1,4,14,1,5,0.925,male,,,,
452,452,1,3,7,0,0,0,1,0,3,1,0,1,1,1,3,1,1,25,0,7,0.95,female,,,,
453,453,0,4,2,0,0,0,1,0,4,3,2,1,1,1,3,1,3,27,1,4,0.437,male,,,,
454,454,0,3,3,0,1,0,1,0,4,0,2,1,0,4,2,1,4,28,1,6,0.153,male,,,,
455,455,0,3,4,0,0,1,1,0,2,1,2,0,0,4,3,0,4,11,0,3,0.127,female,,,,
456,456,0,2,4,0,0,0,1,0,5,0,2,1,1,1,3,1,2,3,1,6,0.71,male,,,,
457,457,0,1,6,1,1,0,1,0,4,0,0,1,1,4,4,1,4,1,1,10,0.232,male,,,,
458,458,1,1,3,0,1,1,1,0,3,5,2,0,1,1,3,1,5,33,0,7,0.311,female,,,,
459,459,0,3,6,0,1,1,1,0,0,1,2,1,0,4,2,0,2,4,0,6,0.367,female,,,,
460,460,0,2,5,0,0,0,0,0,4,5,2,0,1,3,1,1,3,25,0,5,0.957,female,,,,
461,461,0,1,1,1,1,0,1,0,5,4,1,1,1,4,2,1,2,27,1,8,0.846,male,,,,
462,462,1,1,4,0,0,0,1,1,5,1,0,0,0,3,3,1,1,27,0,7,0.288,female,,,,
463,463,0,3,4,0,0,0,1,0,2,1,0,1,1,3,3,1,5,27,0,7,0.824,female,,,,
464,464,0,1,5,0,0,1,1,1,0,5,1,1,1,4,1,1,4,20,0,9,0.919,female,,,,
465,465,0,3,4,0,0,0,0,0,2,0,2,1,1,3,2,1,2,2,1,6,0.494,male,,,,
466,466,0,3,5,0,0,1,1,1,0,0,0,1,1,3,3,0,2,2,0,11,0.6,female,,,,
467,467,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,1,5,31,0,6,0.539,female,,,,
468,468,0,2,4,0,0,0,1,1,4,5,1,0,1,1,3,1,2,9,0,5,0.513,female,,,,
469,469,1,2,7,0,0,0,0,0,3,4,1,0,1,3,1,1,1,19,0,5,0.808,female,,,,
470,470,0,4,7,0,0,1,0,1,3,0,0,1,1,3,2,0,3,29,1,7,0.883,male,,,,
471,471,0,4,1,0,1,0,0,0,4,0,1,1,0,2,1,1,3,17,1,6,0.137,male,,,,
472,472,0,1,1,0,0,1,1,0,0,1,0,1,1,2,2,1,2,7,1,10,0.113,male,,,,
473,473,0,3,3,0,0,0,0,0,5,0,0,0,1,1,3,1,4,19,1,5,0.87,male,,,,
474,474,0,2,7,0,0,0,0,0,5,4,0,1,1,1,2,1,2,22,1,5,0.97,male,,,,
475,475,0,3,7,0,1,1,1,0,1,3,1,0,1,1,2,1,5,5,1,6,0.909,male,,,,
476,476,0,3,1,1,1,1,1,0,2,4,0,0,1,2,3,0,1,17,1,9,0.427,male,,,,
477,477,0,3,2,1,1,0,1,0,5,5,1,1,0,4,2,1,2,12,0,6,0.453,female,,,,
478,478,1,3,4,0,0,0,1,0,4,1,1,1,1,2,4,1,3,19,1,8,0.99,male,,,,
479,479,0,3,2,0,0,0,1,1,3,4,2,1,1,2,4,1,3,20,1,8,0.405,male,,,,
480,480,0,3,4,0,0,1,1,0,4,3,2,1,1,4,4,1,3,32,1,7,0.179,male,,,,
481,481,0,1,2,1,0,0,1,0,0,2,0,1,1,2,4,0,3,13,1,9,0.217,male,,,,
482,482,0,1,3,0,0,0,1,0,5,1,0,1,1,4,4,1,5,16,0,7,0.54,female,,,,
483,483,0,4,7,1,0,0,0,0,2,5,1,1,1,4,2,1,2,30,0,4,0.757,female,,,,
484,484,1,3,1,0,1,0,1,0,2,4,2,1,0,4,2,1,4,3,1,7,0.312,male,,,,
485,485,0,1,7,0,0,0,0,0,1,1,1,0,1,4,2,1,3,6,0,3,0.367,female,,,,
486,486,0,2,6,0,0,0,1,0,4,4,2,0,1,4,2,1,3,17,1,4,0.918,male,,,,
487,487,0,2,1,0,0,1,1,0,4,3,1,0,0,1,3,1,2,25,1,5,0.753,male,,,,
488,488,0,4,7,0,0,0,1,0,3,5,2,0,1,4,1,1,3,23,0,3,0.842,female,,,,
489,489,0,3,4,0,0,0,1,0,4,4,0,0,1,4,3,1,1,21,0,5,0.896,female,,,,
490,490,0,2,3,0,0,0,0,0,3,4,2,0,1,1,3,1,5,27,0,3,0.401,female,,,,
491,491,1,2,7,0,0,0,0,0,0,0,1,0,1,3,2,1,4,8,1,7,0.179,male,,,,
492,492,0,4,1,1,0,1,1,0,5,5,1,1,1,4,1,1,1,29,1,7,0.592,male,,,,
493,493,0,2,7,0,0,0,1,0,5,5,1,0,1,2,4,1,5,14,0,6,0.317,female,,,,
494,494,0,1,6,0,0,0,0,0,0,3,2,1,1,2,3,1,4,33,0,6,0.161,female,,,,
495,495,0,4,1,0,0,0,1,0,1,3,1,0,1,4,1,1,1,3,1,4,0.888,male,,,,
496,496,0,2,1,0,0,1,0,0,5,5,2,0,1,2,3,0,1,3,0,5,0.205,female,,,,
497,497,0,3,3,1,0,0,0,0,1,1,1,0,1,3,4,1,2,10,0,6,0.418,female,,,,
498,498,0,1,1,0,0,0,1,0,2,0,2,0,1,4,4,1,1,8,1,7,0.174,male,,,,
499,499,0,4,4,1,0,1,1,0,4,5,1,0,1,3,4,1,3,17,1,7,0.634,male,,,,
500,500,1,4,5,1,0,0,1,1,3,4,1,0,1,3,4,0,5,25,0,8,0.467,female,,,,
501,501,0,4,5,0,0,0,1,0,1,1,2,0,0,4,4,1,3,30,1,4,0.12,male,,,,
502,502,0,2,6,1,0,0,0,0,2,5,1,0,1,1,3,1,4,19,0,4,0.864,female,,,,
503,503,0,1,7,0,0,1,1,0,3,5,0,0,1,4,2,1,1,5,0,6,0.113,female,,,,
504,504,0,2,5,0,0,0,1,1,4,1,1,1,1,2,3,1,2,11,1,8,0.895,male,,,,
505,505,1,3,4,0,0,0,1,0,1,5,2,1,1,3,1,1,2,31,1,7,0.43,male,,,,
506,506,0,3,1,0,0,1,0,0,3,4,2,1,1,2,4,1,3,26,1,8,0.333,male,,,,
507,507,0,2,1,1,0,1,0,1,1,2,2,1,1,2,3,1,5,18,1,9,0.609,male,,,,
508,508,1,2,5,0,0,0,1,0,0,4,1,1,1,3,2,1,3,32,1,9,0.639,male,,,,
