,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory,school_wise_data
240,0,3,5,0,0,0,0,0,3,1,2,1,1,3,2,1,2,30,1,6,0.535,male,,6-8 year,,
241,0,4,5,0,0,0,0,0,1,5,0,1,1,1,2,1,3,27,0,5,0.551,female,,8-11 year,,
242,0,2,6,0,0,0,1,0,4,3,2,1,0,3,2,1,1,1,0,5,0.999,female,,3-6 year,,
243,1,2,2,0,0,1,1,0,4,1,0,1,1,1,2,1,1,4,1,8,0.562,male,,3-6 year,,
244,0,3,4,1,0,0,1,0,0,4,1,1,1,2,2,1,4,9,1,8,0.415,male,,11-14 year,,
245,0,2,7,0,0,0,1,0,2,4,2,1,1,2,4,1,2,14,1,7,0.76,male,,6-8 year,,
246,0,1,6,1,0,0,1,0,0,5,2,1,0,4,4,1,3,29,1,7,0.514,male,,8-11 year,,
247,0,1,4,0,1,0,1,0,1,4,0,0,0,1,2,0,3,9,0,4,0.824,female,,8-11 year,,
248,0,4,3,0,0,1,1,0,4,2,0,0,1,1,3,0,5,25,1,4,0.599,male,,14-18 year,,
249,0,3,7,0,1,0,0,1,3,5,1,1,1,1,1,0,5,33,0,5,0.6,female,,14-18 year,,
250,1,3,1,0,0,0,1,0,5,2,2,0,1,1,4,1,1,21,0,7,0.669,female,,3-6 year,,
251,0,4,6,1,0,0,0,0,5,4,0,1,1,4,2,0,4,32,1,4,0.369,male,,11-14 year,,
252,0,2,2,0,0,0,1,0,2,3,1,1,1,1,3,1,5,5,0,5,0.687,female,,14-18 year,,
253,0,3,5,0,0,0,1,0,4,4,0,1,1,2,3,1,4,16,0,8,0.87,female,,11-14 year,,
254,0,3,5,1,0,0,1,0,5,2,2,1,0,1,1,0,3,16,0,5,0.796,female,,8-11 year,,
255,0,3,4,0,0,0,1,0,1,5,0,1,0,3,4,1,1,26,0,7,0.57,female,,3-6 year,,
256,0,4,6,0,0,0,1,0,0,5,2,1,1,3,3,1,2,4,1,6,0.82,male,,6-8 year,,
257,0,1,2,0,0,1,1,0,0,0,1,1,0,2,3,1,4,31,1,8,0.449,male,,11-14 year,,
258,0,1,5,0,0,0,0,0,1,2,2,1,1,1,4,0,1,25,1,5,0.18,male,,3-6 year,,
259,0,4,1,0,1,0,1,0,0,2,1,1,0,2,1,1,2,10,0,7,0.839,female,,6-8 year,,
260,1,4,7,0,0,0,1,0,3,3,2,1,1,1,1,1,4,27,0,5,0.211,female,,11-14 year,,
261,0,3,2,1,1,0,1,0,1,1,1,0,1,4,3,1,3,14,1,6,0.934,male,,8-11 year,,
262,0,1,1,0,0,0,1,0,2,5,1,0,1,4,1,1,5,11,1,5,0.9,male,,14-18 year,,
263,0,4,3,1,0,0,1,0,2,1,1,0,0,2,4,1,3,7,1,5,0.66,male,,8-11 year,,
264,0,3,2,1,0,0,1,0,1,1,1,1,1,3,2,1,5,1,0,7,0.455,female,,14-18 year,,
265,0,2,3,1,1,0,1,0,1,2,2,0,1,4,3,1,3,27,1,6,0.703,male,,8-11 year,,
266,0,1,1,1,0,0,0,1,3,0,0,1,1,4,1,1,4,6,0,9,0.316,female,,11-14 year,,
267,0,1,2,0,0,0,1,0,5,4,1,1,0,4,4,1,3,23,0,5,0.925,female,,8-11 year,,
268,1,1,4,0,1,0,1,0,4,2,1,1,1,2,2,1,3,29,1,8,0.643,male,,8-11 year,,
269,0,3,4,0,0,1,1,0,1,4,0,0,1,2,3,1,3,8,1,7,0.588,male,,8-11 year,,
270,0,3,4,1,1,0,1,0,0,1,1,0,1,3,4,1,5,7,0,9,0.557,female,,14-18 year,,
271,0,2,3,0,0,0,1,0,4,3,2,0,1,3,3,1,5,10,0,5,0.76,female,,14-18 year,,
272,0,3,2,0,0,0,1,0,3,4,2,1,1,2,1,1,2,3,0,6,0.362,female,,6-8 year,,
273,0,3,5,0,0,0,1,0,5,5,0,0,1,4,4,0,1,2,0,6,0.487,female,,3-6 year,,
274,0,4,5,0,0,0,0,1,4,4,1,1,1,2,4,1,4,5,0,7,0.898,female,,11-14 year,,
275,0,1,5,0,1,0,0,0,3,3,0,1,1,4,3,0,2,15,1,6,0.673,male,,6-8 year,,
276,0,2,5,1,0,0,1,0,2,2,1,1,1,4,4,0,3,11,0,7,0.493,female,,8-11 year,,
277,0,1,5,0,0,1,1,0,1,3,0,0,1,4,4,1,1,21,0,8,0.301,female,,3-6 year,,
278,0,3,7,1,0,0,0,0,0,0,2,1,1,4,3,1,2,15,1,7,0.48,male,,6-8 year,,
279,0,3,4,0,0,0,1,0,5,5,0,1,1,3,4,1,1,33,1,8,0.182,male,,3-6 year,,
280,0,3,1,0,0,0,1,0,2,3,1,0,1,3,2,1,5,14,1,6,0.476,male,,14-18 year,,
281,0,1,5,0,0,0,1,0,5,4,2,0,1,4,4,1,2,26,0,6,0.958,female,,6-8 year,,
282,0,1,7,0,0,0,1,1,3,4,1,0,1,2,3,1,2,11,1,6,0.25,male,,6-8 year,,
283,0,4,4,0,1,0,0,0,3,3,2,1,1,2,2,1,5,14,1,5,0.342,male,,14-18 year,,
284,0,3,1,0,0,0,1,0,3,1,0,0,1,2,2,0,3,16,0,6,0.763,female,,8-11 year,,
285,0,3,6,0,1,0,0,0,4,1,0,0,1,4,3,0,4,18,0,4,0.935,female,,11-14 year,,
286,0,1,4,0,0,0,1,0,5,4,0,1,1,4,2,0,3,29,0,5,0.45,female,,8-11 year,,
287,0,1,1,0,0,0,1,0,3,1,2,0,1,3,2,1,3,19,1,6,0.941,male,,8-11 year,,
288,0,1,6,1,0,0,0,0,3,3,1,1,1,3,1,0,4,9,0,5,0.731,female,,11-14 year,,
289,0,3,5,0,1,0,1,1,4,1,0,0,1,4,1,1,3,13,1,8,0.48,male,,8-11 year,,
290,0,1,3,1,0,0,0,0,5,4,2,1,1,1,4,1,3,22,0,6,0.922,female,,8-11 year,,
291,1,4,3,0,0,0,1,0,5,5,1,0,1,4,1,1,2,21,0,4,0.758,female,,6-8 year,,
292,1,3,2,0,1,0,1,0,3,4,1,0,1,4,2,1,4,30,0,6,0.481,female,,11-14 year,,
293,1,1,5,0,0,0,1,0,5,0,1,0,0,2,2,1,4,2,0,7,0.414,female,,11-14 year,,
294,1,4,7,0,1,1,1,0,3,5,2,0,1,1,2,0,1,32,1,5,0.754,male,,3-6 year,,
295,0,2,1,0,0,0,1,0,4,5,1,0,0,1,2,1,1,16,0,4,0.11,female,,3-6 year,,
296,0,1,2,0,0,0,1,1,4,0,1,1,0,4,4,1,4,5,1,7,0.566,male,,11-14 year,,
297,1,4,7,1,1,1,1,0,4,4,1,0,1,4,1,1,3,33,1,7,0.954,male,,8-11 year,,
298,0,1,3,0,0,0,1,1,5,3,2,1,1,2,3,1,4,5,0,7,0.715,female,,11-14 year,,
299,0,4,3,0,0,0,1,0,0,2,0,1,0,1,1,1,3,31,1,5,0.956,male,,8-11 year,,
300,0,1,6,0,0,0,0,0,2,0,0,1,1,1,4,1,1,3,0,7,0.815,female,,3-6 year,,
301,0,2,2,0,0,0,1,0,4,5,2,0,1,1,2,0,3,19,1,3,0.207,male,,8-11 year,,
302,0,2,7,1,0,1,1,0,4,3,1,0,1,2,3,1,1,17,0,7,0.17,female,,3-6 year,,
303,0,3,7,1,1,0,1,1,5,0,2,0,1,3,1,0,5,3,1,8,0.681,male,,14-18 year,,
304,1,4,6,0,0,1,1,0,1,3,1,0,1,2,4,1,3,12,1,7,0.642,male,,8-11 year,,
305,0,2,6,0,1,0,0,0,3,0,2,0,0,1,2,1,2,22,0,4,0.7,female,,6-8 year,,
306,0,3,3,0,0,0,1,0,5,2,0,1,1,3,3,1,2,32,0,7,0.786,female,,6-8 year,,
307,0,4,5,0,0,0,0,0,3,3,0,0,1,3,2,1,2,16,1,5,0.828,male,,6-8 year,,
308,0,4,7,0,1,0,1,0,0,4,1,1,1,2,4,1,4,18,0,8,0.677,female,,11-14 year,,
309,0,2,6,0,1,0,0,0,5,4,1,1,0,2,4,1,3,31,1,6,0.7,male,,8-11 year,,
310,0,2,1,0,0,0,0,1,1,1,2,0,1,3,3,1,3,3,0,6,0.149,female,,8-11 year,,
311,0,1,5,0,0,0,0,0,0,3,2,1,1,3,4,1,1,10,0,8,0.933,female,,3-6 year,,
312,0,2,1,0,1,0,0,0,1,4,2,1,1,4,4,1,1,5,0,7,0.848,female,,3-6 year,,
313,1,3,5,0,0,0,1,0,1,0,0,0,1,3,3,1,4,24,1,9,0.655,male,,11-14 year,,
314,0,4,2,0,1,1,1,0,4,1,1,1,0,1,2,1,5,1,1,5,0.277,male,,14-18 year,,
315,1,2,4,0,0,1,1,0,0,5,1,0,1,1,4,1,1,9,0,8,0.984,female,,3-6 year,,
316,0,2,7,0,1,0,0,0,0,2,1,1,1,3,1,1,3,32,0,7,0.137,female,,8-11 year,,
317,1,4,3,0,1,0,1,0,0,1,2,0,1,2,1,1,3,14,1,7,0.997,male,,8-11 year,,
318,0,1,2,0,0,0,1,0,2,2,0,0,1,4,1,1,4,1,0,5,0.309,female,,11-14 year,,
319,0,1,4,0,0,0,1,0,4,3,0,0,1,1,4,0,4,31,0,5,0.629,female,,11-14 year,,
320,0,3,1,1,0,0,1,0,1,3,0,1,1,4,2,1,3,24,1,8,0.701,male,,8-11 year,,
321,0,2,6,0,1,1,1,0,0,1,0,1,0,4,3,1,5,17,0,8,0.351,female,,14-18 year,,
322,0,1,6,0,0,0,1,0,4,2,0,0,1,2,2,0,5,27,1,5,0.288,male,,14-18 year,,
323,0,4,2,0,0,1,0,0,3,1,0,0,1,3,2,1,2,25,0,5,0.728,female,,6-8 year,,
324,0,3,6,0,1,0,1,0,1,4,0,1,1,2,4,1,5,30,1,9,0.21,male,,14-18 year,,
325,1,2,2,0,0,0,1,0,5,1,1,0,1,1,2,1,2,28,0,5,0.387,female,,6-8 year,,
326,0,1,6,0,0,0,1,0,5,3,1,0,1,1,2,1,4,7,0,4,0.11,female,,11-14 year,,
327,1,4,3,1,0,0,1,0,3,5,2,1,1,4,3,1,5,6,0,6,0.142,female,,14-18 year,,
328,0,1,2,1,0,0,0,0,0,4,2,1,1,1,3,0,3,28,1,5,0.924,male,,8-11 year,,
329,0,4,1,0,0,0,0,0,5,2,1,0,1,1,4,1,2,27,0,4,0.921,female,,6-8 year,,
330,0,2,1,1,0,0,1,0,4,5,0,1,0,4,3,1,2,25,1,7,0.426,male,,6-8 year,,
331,0,3,3,0,1,0,1,0,4,2,2,1,0,1,1,1,1,20,0,5,0.988,female,,3-6 year,,
332,0,4,5,0,1,0,0,1,2,5,1,0,1,3,3,0,5,21,0,5,0.634,female,,14-18 year,,
333,0,2,4,0,0,1,1,0,3,4,1,1,1,1,2,1,2,11,1,6,0.98,male,,6-8 year,,
334,0,4,6,0,1,0,1,0,3,5,1,1,1,4,4,1,1,20,1,6,0.371,male,,3-6 year,,
335,0,2,3,0,0,0,1,0,1,3,0,1,1,3,4,1,5,8,1,8,0.24,male,,14-18 year,,
336,0,1,7,0,0,0,1,0,0,2,0,1,1,3,3,1,2,17,1,8,0.217,male,,6-8 year,,
337,0,1,4,0,0,1,1,0,4,5,0,1,1,4,1,1,2,17,1,7,0.225,male,,6-8 year,,
338,0,2,2,0,0,0,1,0,2,3,1,0,1,3,3,0,2,27,1,4,0.295,male,,6-8 year,,
339,0,4,3,1,0,0,1,0,5,3,2,0,1,4,1,0,2,16,0,3,0.181,female,,6-8 year,,
340,0,4,2,0,0,0,1,0,5,5,2,0,1,2,3,1,1,7,0,4,0.869,female,,3-6 year,,
341,0,1,3,0,0,1,1,0,0,4,1,1,1,4,3,1,3,14,0,7,0.112,female,,8-11 year,,
342,0,4,2,0,1,0,1,0,4,4,0,0,1,2,1,1,4,11,0,6,0.821,female,,11-14 year,,
343,0,1,3,1,0,0,1,0,4,5,0,0,1,1,4,1,1,30,0,7,0.123,female,,3-6 year,,
344,0,1,1,0,0,0,1,0,3,0,2,0,0,3,2,1,3,30,1,6,0.939,male,,8-11 year,,
345,1,3,6,0,1,0,0,0,0,2,0,0,1,4,1,1,1,8,1,7,0.351,male,,3-6 year,,
346,0,4,4,1,0,1,1,1,5,1,0,1,1,2,4,1,4,12,0,10,0.206,female,,11-14 year,,
347,0,4,3,0,1,0,1,0,2,3,2,0,1,2,2,1,3,33,0,5,0.123,female,,8-11 year,,
348,0,4,3,0,1,0,1,1,2,5,1,1,1,4,3,1,4,32,1,6,0.982,male,,11-14 year,,
349,0,2,1,0,0,1,1,0,0,3,2,1,1,4,4,1,3,4,0,9,0.347,female,,8-11 year,,
350,1,2,6,0,0,0,1,0,3,2,1,0,0,1,4,0,4,19,1,4,0.142,male,,11-14 year,,
351,0,4,7,0,0,1,1,0,0,1,1,1,1,4,3,1,1,2,1,6,0.29,male,,3-6 year,,
352,0,1,2,1,0,0,0,0,3,4,2,0,1,3,4,1,1,31,0,6,0.553,female,,3-6 year,,
353,0,4,3,0,0,1,1,0,5,3,0,0,0,3,4,1,3,15,0,6,0.856,female,,8-11 year,,
354,0,2,3,0,0,0,1,0,1,2,0,0,0,2,1,0,3,8,1,4,0.425,male,,8-11 year,,
355,0,1,1,0,1,0,0,0,4,1,1,1,1,4,4,1,1,19,0,7,0.433,female,,3-6 year,,
356,1,2,3,0,1,0,0,0,0,2,2,1,1,2,2,1,3,9,0,8,0.46,female,,8-11 year,,
357,0,4,2,0,0,0,1,0,4,4,0,1,0,3,3,1,1,24,1,5,0.665,male,,3-6 year,,
358,0,2,6,1,0,0,1,0,3,2,0,1,1,3,1,1,2,26,0,8,0.795,female,,6-8 year,,
359,0,3,5,0,0,0,1,0,3,5,2,0,1,3,3,1,4,17,1,6,0.425,male,,11-14 year,,
360,0,4,3,0,0,1,1,0,5,3,0,0,1,1,2,0,5,21,1,4,0.234,male,,14-18 year,,
361,1,3,4,0,0,0,1,0,0,0,0,0,1,2,2,1,2,10,1,9,0.781,male,,6-8 year,,
362,0,1,1,0,0,0,0,0,5,5,0,1,1,2,3,0,3,16,1,6,0.89,male,,8-11 year,,
363,0,4,1,0,0,0,1,1,1,1,0,1,0,2,3,1,2,15,1,7,0.59,male,,6-8 year,,
364,0,1,7,0,0,1,0,0,3,1,1,0,1,3,1,1,3,14,0,5,0.116,female,,8-11 year,,
365,0,3,7,0,0,0,1,1,4,1,0,1,1,1,1,0,4,21,0,6,0.72,female,,11-14 year,,
366,1,2,1,0,0,0,0,0,0,1,2,1,1,3,1,1,5,27,0,8,0.06,female,,14-18 year,,
367,0,2,2,0,0,1,0,0,2,2,0,0,1,1,4,1,2,24,1,6,0.324,male,,6-8 year,,
368,0,4,1,0,0,0,0,0,1,3,0,0,1,1,1,1,4,30,1,4,0.855,male,,11-14 year,,
369,0,3,6,0,0,0,1,0,0,5,0,0,1,1,1,1,5,4,0,6,0.98,female,,14-18 year,,
370,0,4,6,0,0,0,1,0,3,5,1,0,1,3,2,1,5,19,1,4,0.133,male,,14-18 year,,
371,1,3,4,0,0,0,0,0,0,4,1,0,1,4,3,0,4,2,1,4,0.654,male,,11-14 year,,
372,0,3,5,0,0,0,0,0,5,5,1,0,1,1,2,1,1,18,0,4,0.4,female,,3-6 year,,
373,0,1,6,1,1,1,1,0,0,3,1,0,1,3,1,1,1,22,1,9,0.523,male,,3-6 year,,
374,0,3,4,0,0,0,0,1,1,5,2,1,1,1,2,1,4,12,0,5,0.401,female,,11-14 year,,
375,0,1,7,0,1,0,1,0,4,2,2,0,0,2,4,1,5,31,1,6,0.752,male,,14-18 year,,
376,0,3,4,1,0,0,0,0,0,4,1,0,0,2,2,1,4,11,0,5,0.411,female,,11-14 year,,
377,0,1,3,0,0,0,0,1,1,5,2,1,1,2,2,0,3,28,0,5,0.917,female,,8-11 year,,
378,1,3,3,0,0,0,1,0,5,2,1,1,1,3,1,1,2,10,0,7,0.545,female,,6-8 year,,
379,0,4,3,0,0,0,0,0,1,5,1,0,1,3,2,0,2,33,0,2,0.295,female,,6-8 year,,
380,1,3,3,0,0,0,0,0,5,2,2,0,1,4,1,1,2,18,1,4,0.909,male,,6-8 year,,
381,0,1,5,0,0,0,0,0,2,3,2,1,1,4,3,0,3,9,1,4,0.592,male,,8-11 year,,
382,1,1,4,0,0,0,1,0,1,1,1,0,1,4,2,1,3,16,1,5,0.346,male,,8-11 year,,
383,1,1,5,0,0,0,1,0,1,4,0,1,0,1,3,1,2,27,1,7,0.96,male,,6-8 year,,
384,0,3,4,0,0,0,1,0,2,5,1,0,1,2,3,1,2,22,1,5,0.664,male,,6-8 year,,
385,1,4,1,1,0,0,1,0,1,1,1,1,1,2,2,1,5,14,1,8,0.967,male,,14-18 year,,
386,1,1,6,0,1,0,1,1,5,1,0,0,1,3,2,1,3,16,1,9,0.657,male,,8-11 year,,
387,0,2,5,1,0,0,1,0,2,1,1,0,1,3,4,1,5,18,1,8,0.2,male,,14-18 year,,
388,0,4,3,0,0,0,0,0,5,5,1,1,0,3,3,1,1,22,1,3,0.625,male,,3-6 year,,
389,0,1,3,0,1,0,1,0,5,5,0,0,1,2,1,1,5,17,1,7,0.108,male,,14-18 year,,
390,0,1,6,0,0,1,1,0,1,5,1,0,0,1,2,1,2,1,1,4,0.407,male,,6-8 year,,
391,0,4,1,0,1,0,1,1,1,3,1,1,1,1,4,1,3,11,0,8,0.846,female,,8-11 year,,
392,0,2,4,1,0,0,1,0,5,2,1,1,1,2,2,1,5,26,1,7,0.704,male,,14-18 year,,
393,0,1,4,0,0,0,1,0,2,1,2,1,1,2,2,0,1,4,0,5,0.335,female,,3-6 year,,
394,1,3,6,0,0,0,1,0,2,2,1,0,1,3,3,1,2,11,1,6,0.281,male,,6-8 year,,
395,0,1,3,1,0,0,1,1,4,3,0,0,0,3,1,1,4,33,0,7,0.315,female,,11-14 year,,
396,0,1,7,0,0,0,1,0,3,2,1,0,1,3,3,0,5,5,0,4,0.478,female,,14-18 year,,
397,0,3,5,0,0,0,0,0,5,3,1,1,1,4,3,1,4,5,1,5,0.195,male,,11-14 year,,
398,0,4,7,1,0,0,0,0,1,0,2,0,1,1,4,1,5,1,1,5,0.97,male,,14-18 year,,
399,0,1,2,0,0,1,1,1,1,5,0,1,0,1,3,1,4,17,0,7,0.13,female,,11-14 year,,
400,0,4,4,0,0,0,1,0,5,1,0,1,1,4,4,1,4,23,1,6,0.235,male,,11-14 year,,
401,1,3,4,1,1,1,0,0,4,1,0,1,1,4,4,1,2,1,1,10,0.114,male,,6-8 year,,
402,1,2,4,1,0,0,1,0,0,1,1,0,0,1,1,0,4,19,0,5,0.398,female,,11-14 year,,
403,0,1,6,0,0,0,1,0,5,2,2,0,1,4,1,1,2,7,0,4,0.994,female,,6-8 year,,
404,0,2,4,0,1,0,0,0,3,1,2,1,1,2,4,1,3,1,1,7,0.596,male,,8-11 year,,
405,0,3,5,1,0,0,0,0,2,1,1,1,1,2,1,1,1,13,0,7,0.734,female,,3-6 year,,
406,0,2,7,0,0,0,0,0,2,2,1,1,1,3,4,1,1,24,1,6,0.181,male,,3-6 year,,
407,0,4,4,0,0,0,0,0,4,2,0,0,0,3,3,1,5,8,1,3,0.346,male,,14-18 year,,
408,0,4,2,0,1,0,1,1,3,1,0,0,1,1,4,1,3,21,1,7,0.13,male,,8-11 year,,
409,0,1,5,0,0,0,0,0,2,2,2,1,1,3,1,1,3,20,1,6,0.959,male,,8-11 year,,
410,0,3,1,0,0,0,1,0,1,5,0,0,1,2,1,0,3,30,1,6,0.21,male,,8-11 year,,
411,0,2,4,0,0,1,1,0,3,2,2,0,1,1,3,0,2,3,0,4,0.754,female,,6-8 year,,
412,0,2,6,1,0,0,1,1,0,2,0,0,1,1,1,0,3,31,1,7,0.937,male,,8-11 year,,
413,0,3,2,0,0,0,0,0,3,2,1,1,1,2,1,1,5,14,0,5,0.926,female,,14-18 year,,
414,0,4,4,0,0,1,1,0,0,0,2,1,1,4,3,0,1,18,0,6,0.265,female,,3-6 year,,
415,0,1,3,1,0,1,0,0,4,0,1,1,1,2,3,1,2,8,1,8,0.789,male,,6-8 year,,
416,0,1,3,0,0,0,1,0,5,4,0,0,1,4,1,1,3,17,0,5,0.992,female,,8-11 year,,
417,1,2,5,0,0,0,0,1,1,1,1,0,1,4,4,0,2,33,0,6,0.402,female,,6-8 year,,
418,0,4,2,0,0,0,0,0,0,3,1,1,1,1,2,1,3,21,0,4,0.921,female,,8-11 year,,
419,0,1,3,0,0,0,1,0,1,0,2,0,1,1,4,1,1,28,0,6,0.194,female,,3-6 year,,
420,0,1,4,1,0,0,1,0,5,3,1,0,1,2,3,0,1,16,1,5,0.67,male,,3-6 year,,
421,1,4,2,0,0,0,1,0,5,4,1,0,0,4,1,0,1,19,1,2,0.609,male,,3-6 year,,
422,0,4,2,0,0,0,1,0,5,2,1,0,0,1,3,1,1,16,1,2,0.204,male,,3-6 year,,
423,0,4,6,0,1,0,1,0,5,5,1,0,1,1,3,0,3,1,1,3,0.496,male,,8-11 year,,
424,0,3,6,1,1,1,1,0,1,2,1,0,1,3,2,1,1,29,1,8,0.18,male,,3-6 year,,
425,0,3,3,0,0,0,0,0,1,5,1,1,1,1,4,1,5,16,1,5,0.432,male,,14-18 year,,
426,0,1,5,0,0,0,1,0,3,3,1,0,1,2,1,1,3,16,0,6,0.417,female,,8-11 year,,
427,0,1,3,0,0,0,1,0,0,4,1,0,1,3,2,1,5,14,1,6,0.629,male,,14-18 year,,
428,0,2,3,0,0,0,1,0,4,4,1,1,1,4,1,1,1,1,1,5,0.29,male,,3-6 year,,
429,0,2,2,0,0,0,0,0,1,0,2,0,1,4,3,1,2,7,1,4,0.566,male,,6-8 year,,
430,0,2,3,1,0,1,0,0,0,4,2,1,1,4,3,0,2,9,0,6,0.235,female,,6-8 year,,
431,0,4,4,0,0,0,1,1,0,3,2,1,1,4,2,1,2,3,0,6,0.111,female,,6-8 year,,
432,0,4,3,0,0,0,1,0,2,0,2,1,1,1,4,1,5,7,0,6,0.102,female,,14-18 year,,
433,0,2,1,0,0,1,1,0,1,5,2,1,1,2,1,1,2,27,1,8,0.85,male,,6-8 year,,
434,1,4,6,1,1,1,1,1,1,3,2,1,1,2,1,1,3,12,0,10,0.624,female,,8-11 year,,
435,0,1,3,0,0,0,1,1,0,1,1,0,1,1,3,1,3,3,0,6,0.44,female,,8-11 year,,
436,0,4,1,0,0,1,1,0,0,5,1,1,0,1,4,0,5,20,1,6,0.516,male,,14-18 year,,
437,0,2,3,0,0,1,1,1,3,1,1,1,1,2,2,0,5,4,0,7,0.682,female,,14-18 year,,
438,0,2,2,0,0,0,1,0,3,2,0,1,1,4,2,1,2,19,0,6,0.528,female,,6-8 year,,
439,0,1,1,0,0,0,1,0,0,4,1,0,1,2,4,1,4,22,1,8,0.733,male,,11-14 year,,
440,1,2,1,0,1,0,1,0,0,5,0,0,1,1,2,1,3,3,0,9,0.835,female,,8-11 year,,
441,0,3,1,0,0,0,0,0,5,1,2,1,0,4,3,1,2,22,0,4,0.966,female,,6-8 year,,
442,0,1,3,0,1,0,1,0,4,3,2,1,0,2,1,1,5,20,1,6,0.712,male,,14-18 year,,
443,1,4,4,0,1,0,0,0,3,1,2,1,0,1,4,1,4,25,0,5,0.162,female,,11-14 year,,
444,1,4,6,1,0,0,1,0,4,5,1,1,1,2,2,1,1,2,0,7,0.505,female,,3-6 year,,
445,0,1,3,0,0,0,1,0,2,5,2,0,1,2,4,1,5,20,1,6,0.53,male,,14-18 year,,
446,0,3,2,1,0,0,1,0,1,2,1,1,1,2,2,1,1,13,1,7,0.689,male,,3-6 year,,
447,0,2,2,0,0,0,1,0,5,1,1,0,0,3,1,0,4,32,1,3,0.137,male,,11-14 year,,
448,0,2,4,0,0,0,1,0,5,1,1,1,1,4,1,1,4,33,1,5,0.62,male,,11-14 year,,
449,0,3,6,0,0,1,0,0,2,0,2,0,1,4,2,1,1,22,1,5,0.405,male,,3-6 year,,
450,0,3,6,0,1,0,1,0,1,4,2,0,0,1,3,1,3,26,0,4,0.76,female,,8-11 year,,
451,0,1,3,0,0,1,0,0,4,3,1,1,1,4,3,1,4,14,1,5,0.925,male,,11-14 year,,
452,1,3,7,0,0,0,1,0,3,1,0,1,1,1,3,1,1,25,0,7,0.95,female,,3-6 year,,
453,0,4,2,0,0,0,1,0,4,3,2,1,1,1,3,1,3,27,1,4,0.437,male,,8-11 year,,
454,0,3,3,0,1,0,1,0,4,0,2,1,0,4,2,1,4,28,1,6,0.153,male,,11-14 year,,
455,0,3,4,0,0,1,1,0,2,1,2,0,0,4,3,0,4,11,0,3,0.127,female,,11-14 year,,
456,0,2,4,0,0,0,1,0,5,0,2,1,1,1,3,1,2,3,1,6,0.71,male,,6-8 year,,
457,0,1,6,1,1,0,1,0,4,0,0,1,1,4,4,1,4,1,1,10,0.232,male,,11-14 year,,
458,1,1,3,0,1,1,1,0,3,5,2,0,1,1,3,1,5,33,0,7,0.311,female,,14-18 year,,
459,0,3,6,0,1,1,1,0,0,1,2,1,0,4,2,0,2,4,0,6,0.367,female,,6-8 year,,
460,0,2,5,0,0,0,0,0,4,5,2,0,1,3,1,1,3,25,0,5,0.957,female,,8-11 year,,
461,0,1,1,1,1,0,1,0,5,4,1,1,1,4,2,1,2,27,1,8,0.846,male,,6-8 year,,
462,1,1,4,0,0,0,1,1,5,1,0,0,0,3,3,1,1,27,0,7,0.288,female,,3-6 year,,
463,0,3,4,0,0,0,1,0,2,1,0,1,1,3,3,1,5,27,0,7,0.824,female,,14-18 year,,
464,0,1,5,0,0,1,1,1,0,5,1,1,1,4,1,1,4,20,0,9,0.919,female,,11-14 year,,
465,0,3,4,0,0,0,0,0,2,0,2,1,1,3,2,1,2,2,1,6,0.494,male,,6-8 year,,
466,0,3,5,0,0,1,1,1,0,0,0,1,1,3,3,0,2,2,0,11,0.6,female,,6-8 year,,
467,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,1,5,31,0,6,0.539,female,,14-18 year,,
468,0,2,4,0,0,0,1,1,4,5,1,0,1,1,3,1,2,9,0,5,0.513,female,,6-8 year,,
469,1,2,7,0,0,0,0,0,3,4,1,0,1,3,1,1,1,19,0,5,0.808,female,,3-6 year,,
470,0,4,7,0,0,1,0,1,3,0,0,1,1,3,2,0,3,29,1,7,0.883,male,,8-11 year,,
471,0,4,1,0,1,0,0,0,4,0,1,1,0,2,1,1,3,17,1,6,0.137,male,,8-11 year,,
472,0,1,1,0,0,1,1,0,0,1,0,1,1,2,2,1,2,7,1,10,0.113,male,,6-8 year,,
473,0,3,3,0,0,0,0,0,5,0,0,0,1,1,3,1,4,19,1,5,0.87,male,,11-14 year,,
474,0,2,7,0,0,0,0,0,5,4,0,1,1,1,2,1,2,22,1,5,0.97,male,,6-8 year,,
475,0,3,7,0,1,1,1,0,1,3,1,0,1,1,2,1,5,5,1,6,0.909,male,,14-18 year,,
476,0,3,1,1,1,1,1,0,2,4,0,0,1,2,3,0,1,17,1,9,0.427,male,,3-6 year,,
477,0,3,2,1,1,0,1,0,5,5,1,1,0,4,2,1,2,12,0,6,0.453,female,,6-8 year,,
478,1,3,4,0,0,0,1,0,4,1,1,1,1,2,4,1,3,19,1,8,0.99,male,,8-11 year,,
479,0,3,2,0,0,0,1,1,3,4,2,1,1,2,4,1,3,20,1,8,0.405,male,,8-11 year,,
480,0,3,4,0,0,1,1,0,4,3,2,1,1,4,4,1,3,32,1,7,0.179,male,,8-11 year,,
481,0,1,2,1,0,0,1,0,0,2,0,1,1,2,4,0,3,13,1,9,0.217,male,,8-11 year,,
482,0,1,3,0,0,0,1,0,5,1,0,1,1,4,4,1,5,16,0,7,0.54,female,,14-18 year,,
