,Unnamed: 0,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,label,dropout
271,271,0,2,3,0,0,0,1,0,4,3,2,0,1,3,3,1,1,18,1,5.0,0.3125
272,272,0,3,2,0,0,0,1,0,3,4,2,1,1,2,1,1,5,27,1,6.0,0.375
273,273,0,3,5,0,0,0,1,0,5,5,0,0,1,4,4,0,4,28,1,6.0,0.375
274,274,0,4,5,0,0,0,0,1,4,4,1,1,1,2,4,1,4,28,0,7.0,0.4375
275,275,0,1,5,0,1,0,0,0,3,3,0,1,1,4,3,0,3,3,1,6.0,0.375
276,276,0,2,5,1,0,0,1,0,2,2,1,1,1,4,4,0,3,16,1,7.0,0.4375
277,277,0,1,5,0,0,1,1,0,1,3,0,0,1,4,4,1,5,23,1,8.0,0.5
278,278,0,3,7,1,0,0,0,0,0,0,2,1,1,4,3,1,3,11,0,7.0,0.4375
279,279,0,3,4,0,0,0,1,0,5,5,0,1,1,3,4,1,4,29,1,8.0,0.5
280,280,0,3,1,0,0,0,1,0,2,3,1,0,1,3,2,1,3,33,1,6.0,0.375
281,281,0,1,5,0,0,0,1,0,5,4,2,0,1,4,4,1,3,15,0,6.0,0.375
282,282,0,1,7,0,0,0,1,1,3,4,1,0,1,2,3,1,4,5,0,6.0,0.375
283,283,0,4,4,0,1,0,0,0,3,3,2,1,1,2,2,1,5,14,0,5.0,0.3125
284,284,0,3,1,0,0,0,1,0,3,1,0,0,1,2,2,0,3,14,0,6.0,0.375
285,285,0,3,6,0,1,0,0,0,4,1,0,0,1,4,3,0,4,15,1,4.0,0.25
286,286,0,1,4,0,0,0,1,0,5,4,0,1,1,4,2,0,3,15,0,5.0,0.3125
287,287,0,1,1,0,0,0,1,0,3,1,2,0,1,3,2,1,3,29,1,6.0,0.375
288,288,0,1,6,1,0,0,0,0,3,3,1,1,1,3,1,0,3,16,0,5.0,0.3125
289,289,0,3,5,0,1,0,1,1,4,1,0,0,1,4,1,1,4,29,1,8.0,0.5
290,290,0,1,3,1,0,0,0,0,5,4,2,1,1,1,4,1,4,33,0,6.0,0.375
291,291,1,4,3,0,0,0,1,0,5,5,1,0,1,4,1,1,2,18,0,4.0,0.25
292,292,1,3,2,0,1,0,1,0,3,4,1,0,1,4,2,1,3,19,0,6.0,0.375
293,293,1,1,5,0,0,0,1,0,5,0,1,0,0,2,2,1,5,32,1,7.0,0.4375
294,294,1,4,7,0,1,1,1,0,3,5,2,0,1,1,2,0,2,1,0,5.0,0.3125
295,295,0,2,1,0,0,0,1,0,4,5,1,0,0,1,2,1,4,31,0,4.0,0.25
296,296,0,1,2,0,0,0,1,1,4,0,1,1,0,4,4,1,4,27,1,7.0,0.4375
297,297,1,4,7,1,1,1,1,0,4,4,1,0,1,4,1,1,1,9,0,7.0,0.4375
298,298,0,1,3,0,0,0,1,1,5,3,2,1,1,2,3,1,2,22,0,7.0,0.4375
299,299,0,4,3,0,0,0,1,0,0,2,0,1,0,1,1,1,2,16,0,5.0,0.3125
300,300,0,1,6,0,0,0,0,0,2,0,0,1,1,1,4,1,1,7,1,7.0,0.4375
301,301,0,2,2,0,0,0,1,0,4,5,2,0,1,1,2,0,4,3,1,3.0,0.1875
302,302,0,2,7,1,0,1,1,0,4,3,1,0,1,2,3,1,5,17,0,7.0,0.4375
303,303,0,3,7,1,1,0,1,1,5,0,2,0,1,3,1,0,1,1,1,8.0,0.5
304,304,1,4,6,0,0,1,1,0,1,3,1,0,1,2,4,1,4,13,1,7.0,0.4375
305,305,0,2,6,0,1,0,0,0,3,0,2,0,0,1,2,1,1,15,1,4.0,0.25
306,306,0,3,3,0,0,0,1,0,5,2,0,1,1,3,3,1,3,25,1,7.0,0.4375
307,307,0,4,5,0,0,0,0,0,3,3,0,0,1,3,2,1,5,3,1,5.0,0.3125
308,308,0,4,7,0,1,0,1,0,0,4,1,1,1,2,4,1,4,9,1,8.0,0.5
309,309,0,2,6,0,1,0,0,0,5,4,1,1,0,2,4,1,4,17,0,6.0,0.375
310,310,0,2,1,0,0,0,0,1,1,1,2,0,1,3,3,1,1,2,1,6.0,0.375
311,311,0,1,5,0,0,0,0,0,0,3,2,1,1,3,4,1,5,22,1,8.0,0.5
312,312,0,2,1,0,1,0,0,0,1,4,2,1,1,4,4,1,4,10,0,7.0,0.4375
313,313,1,3,5,0,0,0,1,0,1,0,0,0,1,3,3,1,2,26,0,9.0,0.5625
314,314,0,4,2,0,1,1,1,0,4,1,1,1,0,1,2,1,4,26,1,5.0,0.3125
315,315,1,2,4,0,0,1,1,0,0,5,1,0,1,1,4,1,5,3,0,8.0,0.5
316,316,0,2,7,0,1,0,0,0,0,2,1,1,1,3,1,1,5,10,0,7.0,0.4375
317,317,1,4,3,0,1,0,1,0,0,1,2,0,1,2,1,1,4,9,0,7.0,0.4375
318,318,0,1,2,0,0,0,1,0,2,2,0,0,1,4,1,1,4,7,1,5.0,0.3125
319,319,0,1,4,0,0,0,1,0,4,3,0,0,1,1,4,0,2,4,1,5.0,0.3125
320,320,0,3,1,1,0,0,1,0,1,3,0,1,1,4,2,1,3,21,1,8.0,0.5
321,321,0,2,6,0,1,1,1,0,0,1,0,1,0,4,3,1,3,5,1,8.0,0.5
322,322,0,1,6,0,0,0,1,0,4,2,0,0,1,2,2,0,2,14,1,5.0,0.3125
323,323,0,4,2,0,0,1,0,0,3,1,0,0,1,3,2,1,3,24,1,5.0,0.3125
324,324,0,3,6,0,1,0,1,0,1,4,0,1,1,2,4,1,5,20,0,9.0,0.5625
325,325,1,2,2,0,0,0,1,0,5,1,1,0,1,1,2,1,1,18,0,5.0,0.3125
326,326,0,1,6,0,0,0,1,0,5,3,1,0,1,1,2,1,1,14,0,4.0,0.25
327,327,1,4,3,1,0,0,1,0,3,5,2,1,1,4,3,1,3,12,1,6.0,0.375
328,328,0,1,2,1,0,0,0,0,0,4,2,1,1,1,3,0,3,19,1,5.0,0.3125
329,329,0,4,1,0,0,0,0,0,5,2,1,0,1,1,4,1,5,26,0,4.0,0.25
330,330,0,2,1,1,0,0,1,0,4,5,0,1,0,4,3,1,1,29,1,7.0,0.4375
331,331,0,3,3,0,1,0,1,0,4,2,2,1,0,1,1,1,5,9,1,5.0,0.3125
332,332,0,4,5,0,1,0,0,1,2,5,1,0,1,3,3,0,5,18,0,5.0,0.3125
333,333,0,2,4,0,0,1,1,0,3,4,1,1,1,1,2,1,1,8,0,6.0,0.375
334,334,0,4,6,0,1,0,1,0,3,5,1,1,1,4,4,1,4,19,1,6.0,0.375
335,335,0,2,3,0,0,0,1,0,1,3,0,1,1,3,4,1,5,31,0,8.0,0.5
336,336,0,1,7,0,0,0,1,0,0,2,0,1,1,3,3,1,3,21,0,8.0,0.5
337,337,0,1,4,0,0,1,1,0,4,5,0,1,1,4,1,1,5,15,0,7.0,0.4375
338,338,0,2,2,0,0,0,1,0,2,3,1,0,1,3,3,0,4,15,0,4.0,0.25
339,339,0,4,3,1,0,0,1,0,5,3,2,0,1,4,1,0,2,32,0,3.0,0.1875
340,340,0,4,2,0,0,0,1,0,5,5,2,0,1,2,3,1,2,10,0,4.0,0.25
341,341,0,1,3,0,0,1,1,0,0,4,1,1,1,4,3,1,2,27,0,7.0,0.4375
342,342,0,4,2,0,1,0,1,0,4,4,0,0,1,2,1,1,2,28,0,6.0,0.375
343,343,0,1,3,1,0,0,1,0,4,5,0,0,1,1,4,1,4,28,1,7.0,0.4375
344,344,0,1,1,0,0,0,1,0,3,0,2,0,0,3,2,1,1,26,1,6.0,0.375
345,345,1,3,6,0,1,0,0,0,0,2,0,0,1,4,1,1,2,30,1,7.0,0.4375
346,346,0,4,4,1,0,1,1,1,5,1,0,1,1,2,4,1,1,26,0,10.0,0.625
347,347,0,4,3,0,1,0,1,0,2,3,2,0,1,2,2,1,4,21,1,5.0,0.3125
348,348,0,4,3,0,1,0,1,1,2,5,1,1,1,4,3,1,3,11,1,6.0,0.375
349,349,0,2,1,0,0,1,1,0,0,3,2,1,1,4,4,1,5,32,0,9.0,0.5625
350,350,1,2,6,0,0,0,1,0,3,2,1,0,0,1,4,0,1,5,0,4.0,0.25
351,351,0,4,7,0,0,1,1,0,0,1,1,1,1,4,3,1,2,1,0,6.0,0.375
352,352,0,1,2,1,0,0,0,0,3,4,2,0,1,3,4,1,1,12,0,6.0,0.375
353,353,0,4,3,0,0,1,1,0,5,3,0,0,0,3,4,1,4,13,0,6.0,0.375
354,354,0,2,3,0,0,0,1,0,1,2,0,0,0,2,1,0,4,32,0,4.0,0.25
355,355,0,1,1,0,1,0,0,0,4,1,1,1,1,4,4,1,5,16,1,7.0,0.4375
356,356,1,2,3,0,1,0,0,0,0,2,2,1,1,2,2,1,5,13,1,8.0,0.5
357,357,0,4,2,0,0,0,1,0,4,4,0,1,0,3,3,1,3,9,1,5.0,0.3125
358,358,0,2,6,1,0,0,1,0,3,2,0,1,1,3,1,1,4,5,1,8.0,0.5
359,359,0,3,5,0,0,0,1,0,3,5,2,0,1,3,3,1,1,2,0,6.0,0.375
360,360,0,4,3,0,0,1,1,0,5,3,0,0,1,1,2,0,2,16,0,4.0,0.25
361,361,1,3,4,0,0,0,1,0,0,0,0,0,1,2,2,1,5,4,1,9.0,0.5625
362,362,0,1,1,0,0,0,0,0,5,5,0,1,1,2,3,0,1,17,1,6.0,0.375
363,363,0,4,1,0,0,0,1,1,1,1,0,1,0,2,3,1,5,25,0,7.0,0.4375
364,364,0,1,7,0,0,1,0,0,3,1,1,0,1,3,1,1,4,18,0,5.0,0.3125
365,365,0,3,7,0,0,0,1,1,4,1,0,1,1,1,1,0,5,11,0,6.0,0.375
366,366,1,2,1,0,0,0,0,0,0,1,2,1,1,3,1,1,3,26,1,8.0,0.5
367,367,0,2,2,0,0,1,0,0,2,2,0,0,1,1,4,1,2,8,0,6.0,0.375
368,368,0,4,1,0,0,0,0,0,1,3,0,0,1,1,1,1,1,25,0,4.0,0.25
369,369,0,3,6,0,0,0,1,0,0,5,0,0,1,1,1,1,3,32,1,6.0,0.375
370,370,0,4,6,0,0,0,1,0,3,5,1,0,1,3,2,1,3,13,1,4.0,0.25
371,371,1,3,4,0,0,0,0,0,0,4,1,0,1,4,3,0,1,18,1,4.0,0.25
372,372,0,3,5,0,0,0,0,0,5,5,1,0,1,1,2,1,4,4,1,4.0,0.25
373,373,0,1,6,1,1,1,1,0,0,3,1,0,1,3,1,1,3,2,0,9.0,0.5625
374,374,0,3,4,0,0,0,0,1,1,5,2,1,1,1,2,1,1,19,0,5.0,0.3125
375,375,0,1,7,0,1,0,1,0,4,2,2,0,0,2,4,1,5,23,0,6.0,0.375
376,376,0,3,4,1,0,0,0,0,0,4,1,0,0,2,2,1,5,32,0,5.0,0.3125
377,377,0,1,3,0,0,0,0,1,1,5,2,1,1,2,2,0,5,23,0,5.0,0.3125
378,378,1,3,3,0,0,0,1,0,5,2,1,1,1,3,1,1,4,7,1,7.0,0.4375
379,379,0,4,3,0,0,0,0,0,1,5,1,0,1,3,2,0,4,9,1,2.0,0.125
380,380,1,3,3,0,0,0,0,0,5,2,2,0,1,4,1,1,4,28,0,4.0,0.25
381,381,0,1,5,0,0,0,0,0,2,3,2,1,1,4,3,0,1,26,0,4.0,0.25
382,382,1,1,4,0,0,0,1,0,1,1,1,0,1,4,2,1,3,7,0,5.0,0.3125
383,383,1,1,5,0,0,0,1,0,1,4,0,1,0,1,3,1,4,18,1,7.0,0.4375
384,384,0,3,4,0,0,0,1,0,2,5,1,0,1,2,3,1,5,17,1,5.0,0.3125
385,385,1,4,1,1,0,0,1,0,1,1,1,1,1,2,2,1,3,32,0,8.0,0.5
386,386,1,1,6,0,1,0,1,1,5,1,0,0,1,3,2,1,5,19,1,9.0,0.5625
387,387,0,2,5,1,0,0,1,0,2,1,1,0,1,3,4,1,4,3,0,8.0,0.5
388,388,0,4,3,0,0,0,0,0,5,5,1,1,0,3,3,1,5,25,1,3.0,0.1875
389,389,0,1,3,0,1,0,1,0,5,5,0,0,1,2,1,1,2,30,1,7.0,0.4375
390,390,0,1,6,0,0,1,1,0,1,5,1,0,0,1,2,1,2,33,1,4.0,0.25
391,391,0,4,1,0,1,0,1,1,1,3,1,1,1,1,4,1,1,29,0,8.0,0.5
392,392,0,2,4,1,0,0,1,0,5,2,1,1,1,2,2,1,5,24,0,7.0,0.4375
393,393,0,1,4,0,0,0,1,0,2,1,2,1,1,2,2,0,2,27,1,5.0,0.3125
394,394,1,3,6,0,0,0,1,0,2,2,1,0,1,3,3,1,3,16,1,6.0,0.375
395,395,0,1,3,1,0,0,1,1,4,3,0,0,0,3,1,1,2,30,1,7.0,0.4375
396,396,0,1,7,0,0,0,1,0,3,2,1,0,1,3,3,0,2,4,0,4.0,0.25
397,397,0,3,5,0,0,0,0,0,5,3,1,1,1,4,3,1,2,7,1,5.0,0.3125
398,398,0,4,7,1,0,0,0,0,1,0,2,0,1,1,4,1,5,22,1,5.0,0.3125
399,399,0,1,2,0,0,1,1,1,1,5,0,1,0,1,3,1,2,33,0,7.0,0.4375
400,400,0,4,4,0,0,0,1,0,5,1,0,1,1,4,4,1,3,29,1,6.0,0.375
401,401,1,3,4,1,1,1,0,0,4,1,0,1,1,4,4,1,4,20,1,10.0,0.625
402,402,1,2,4,1,0,0,1,0,0,1,1,0,0,1,1,0,5,27,0,5.0,0.3125
403,403,0,1,6,0,0,0,1,0,5,2,2,0,1,4,1,1,3,8,0,4.0,0.25
404,404,0,2,4,0,1,0,0,0,3,1,2,1,1,2,4,1,1,31,0,7.0,0.4375
405,405,0,3,5,1,0,0,0,0,2,1,1,1,1,2,1,1,3,30,1,7.0,0.4375
406,406,0,2,7,0,0,0,0,0,2,2,1,1,1,3,4,1,3,33,1,6.0,0.375
407,407,0,4,4,0,0,0,0,0,4,2,0,0,0,3,3,1,2,25,1,3.0,0.1875
408,408,0,4,2,0,1,0,1,1,3,1,0,0,1,1,4,1,4,29,1,7.0,0.4375
409,409,0,1,5,0,0,0,0,0,2,2,2,1,1,3,1,1,3,31,0,6.0,0.375
410,410,0,3,1,0,0,0,1,0,1,5,0,0,1,2,1,0,4,20,0,6.0,0.375
411,411,0,2,4,0,0,1,1,0,3,2,2,0,1,1,3,0,3,9,0,4.0,0.25
412,412,0,2,6,1,0,0,1,1,0,2,0,0,1,1,1,0,1,7,0,7.0,0.4375
413,413,0,3,2,0,0,0,0,0,3,2,1,1,1,2,1,1,2,13,1,5.0,0.3125
414,414,0,4,4,0,0,1,1,0,0,0,2,1,1,4,3,0,1,5,1,6.0,0.375
415,415,0,1,3,1,0,1,0,0,4,0,1,1,1,2,3,1,3,16,0,8.0,0.5
416,416,0,1,3,0,0,0,1,0,5,4,0,0,1,4,1,1,3,32,1,5.0,0.3125
417,417,1,2,5,0,0,0,0,1,1,1,1,0,1,4,4,0,1,24,1,6.0,0.375
418,418,0,4,2,0,0,0,0,0,0,3,1,1,1,1,2,1,2,26,1,4.0,0.25
419,419,0,1,3,0,0,0,1,0,1,0,2,0,1,1,4,1,4,5,0,6.0,0.375
420,420,0,1,4,1,0,0,1,0,5,3,1,0,1,2,3,0,2,16,0,5.0,0.3125
421,421,1,4,2,0,0,0,1,0,5,4,1,0,0,4,1,0,4,12,1,2.0,0.125
422,422,0,4,2,0,0,0,1,0,5,2,1,0,0,1,3,1,2,11,1,2.0,0.125
423,423,0,4,6,0,1,0,1,0,5,5,1,0,1,1,3,0,2,31,1,3.0,0.1875
424,424,0,3,6,1,1,1,1,0,1,2,1,0,1,3,2,1,1,29,1,8.0,0.5
425,425,0,3,3,0,0,0,0,0,1,5,1,1,1,1,4,1,4,9,1,5.0,0.3125
426,426,0,1,5,0,0,0,1,0,3,3,1,0,1,2,1,1,3,21,1,6.0,0.375
427,427,0,1,3,0,0,0,1,0,0,4,1,0,1,3,2,1,3,11,1,6.0,0.375
428,428,0,2,3,0,0,0,1,0,4,4,1,1,1,4,1,1,3,15,1,5.0,0.3125
429,429,0,2,2,0,0,0,0,0,1,0,2,0,1,4,3,1,4,32,0,4.0,0.25
430,430,0,2,3,1,0,1,0,0,0,4,2,1,1,4,3,0,1,9,0,6.0,0.375
431,431,0,4,4,0,0,0,1,1,0,3,2,1,1,4,2,1,4,12,0,6.0,0.375
432,432,0,4,3,0,0,0,1,0,2,0,2,1,1,1,4,1,4,9,1,6.0,0.375
433,433,0,2,1,0,0,1,1,0,1,5,2,1,1,2,1,1,1,24,0,8.0,0.5
434,434,1,4,6,1,1,1,1,1,1,3,2,1,1,2,1,1,2,19,1,10.0,0.625
435,435,0,1,3,0,0,0,1,1,0,1,1,0,1,1,3,1,3,21,0,6.0,0.375
436,436,0,4,1,0,0,1,1,0,0,5,1,1,0,1,4,0,2,27,0,6.0,0.375
437,437,0,2,3,0,0,1,1,1,3,1,1,1,1,2,2,0,5,7,1,7.0,0.4375
438,438,0,2,2,0,0,0,1,0,3,2,0,1,1,4,2,1,1,27,1,6.0,0.375
439,439,0,1,1,0,0,0,1,0,0,4,1,0,1,2,4,1,5,21,0,8.0,0.5
440,440,1,2,1,0,1,0,1,0,0,5,0,0,1,1,2,1,5,14,1,9.0,0.5625
441,441,0,3,1,0,0,0,0,0,5,1,2,1,0,4,3,1,3,8,1,4.0,0.25
442,442,0,1,3,0,1,0,1,0,4,3,2,1,0,2,1,1,5,9,0,6.0,0.375
443,443,1,4,4,0,1,0,0,0,3,1,2,1,0,1,4,1,3,31,0,5.0,0.3125
444,444,1,4,6,1,0,0,1,0,4,5,1,1,1,2,2,1,2,16,1,7.0,0.4375
445,445,0,1,3,0,0,0,1,0,2,5,2,0,1,2,4,1,4,24,1,6.0,0.375
446,446,0,3,2,1,0,0,1,0,1,2,1,1,1,2,2,1,2,30,1,7.0,0.4375
447,447,0,2,2,0,0,0,1,0,5,1,1,0,0,3,1,0,4,31,0,3.0,0.1875
448,448,0,2,4,0,0,0,1,0,5,1,1,1,1,4,1,1,5,27,0,5.0,0.3125
449,449,0,3,6,0,0,1,0,0,2,0,2,0,1,4,2,1,3,13,0,5.0,0.3125
450,450,0,3,6,0,1,0,1,0,1,4,2,0,0,1,3,1,2,5,1,4.0,0.25
451,451,0,1,3,0,0,1,0,0,4,3,1,1,1,4,3,1,2,8,0,5.0,0.3125
452,452,1,3,7,0,0,0,1,0,3,1,0,1,1,1,3,1,1,30,1,7.0,0.4375
453,453,0,4,2,0,0,0,1,0,4,3,2,1,1,1,3,1,4,4,0,4.0,0.25
454,454,0,3,3,0,1,0,1,0,4,0,2,1,0,4,2,1,1,33,0,6.0,0.375
455,455,0,3,4,0,0,1,1,0,2,1,2,0,0,4,3,0,3,24,0,3.0,0.1875
456,456,0,2,4,0,0,0,1,0,5,0,2,1,1,1,3,1,2,21,1,6.0,0.375
457,457,0,1,6,1,1,0,1,0,4,0,0,1,1,4,4,1,4,23,0,10.0,0.625
458,458,1,1,3,0,1,1,1,0,3,5,2,0,1,1,3,1,2,32,0,7.0,0.4375
459,459,0,3,6,0,1,1,1,0,0,1,2,1,0,4,2,0,4,14,0,6.0,0.375
460,460,0,2,5,0,0,0,0,0,4,5,2,0,1,3,1,1,3,27,0,5.0,0.3125
461,461,0,1,1,1,1,0,1,0,5,4,1,1,1,4,2,1,1,3,1,8.0,0.5
462,462,1,1,4,0,0,0,1,1,5,1,0,0,0,3,3,1,2,1,1,7.0,0.4375
463,463,0,3,4,0,0,0,1,0,2,1,0,1,1,3,3,1,2,7,0,7.0,0.4375
464,464,0,1,5,0,0,1,1,1,0,5,1,1,1,4,1,1,2,18,1,9.0,0.5625
465,465,0,3,4,0,0,0,0,0,2,0,2,1,1,3,2,1,2,13,1,6.0,0.375
466,466,0,3,5,0,0,1,1,1,0,0,0,1,1,3,3,0,1,16,1,11.0,0.6875
467,467,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,1,5,25,1,6.0,0.375
468,468,0,2,4,0,0,0,1,1,4,5,1,0,1,1,3,1,5,25,1,5.0,0.3125
469,469,1,2,7,0,0,0,0,0,3,4,1,0,1,3,1,1,5,21,0,5.0,0.3125
470,470,0,4,7,0,0,1,0,1,3,0,0,1,1,3,2,0,4,26,0,7.0,0.4375
471,471,0,4,1,0,1,0,0,0,4,0,1,1,0,2,1,1,3,3,0,6.0,0.375
472,472,0,1,1,0,0,1,1,0,0,1,0,1,1,2,2,1,2,14,0,10.0,0.625
473,473,0,3,3,0,0,0,0,0,5,0,0,0,1,1,3,1,5,2,1,5.0,0.3125
474,474,0,2,7,0,0,0,0,0,5,4,0,1,1,1,2,1,4,28,0,5.0,0.3125
475,475,0,3,7,0,1,1,1,0,1,3,1,0,1,1,2,1,4,17,1,6.0,0.375
476,476,0,3,1,1,1,1,1,0,2,4,0,0,1,2,3,0,4,7,1,9.0,0.5625
477,477,0,3,2,1,1,0,1,0,5,5,1,1,0,4,2,1,5,23,0,6.0,0.375
478,478,1,3,4,0,0,0,1,0,4,1,1,1,1,2,4,1,5,25,0,8.0,0.5
479,479,0,3,2,0,0,0,1,1,3,4,2,1,1,2,4,1,3,1,0,8.0,0.5
480,480,0,3,4,0,0,1,1,0,4,3,2,1,1,4,4,1,3,26,1,7.0,0.4375
481,481,0,1,2,1,0,0,1,0,0,2,0,1,1,2,4,0,5,28,1,9.0,0.5625
482,482,0,1,3,0,0,0,1,0,5,1,0,1,1,4,4,1,1,3,1,7.0,0.4375
483,483,0,4,7,1,0,0,0,0,2,5,1,1,1,4,2,1,1,10,1,4.0,0.25
484,484,1,3,1,0,1,0,1,0,2,4,2,1,0,4,2,1,1,27,1,7.0,0.4375
485,485,0,1,7,0,0,0,0,0,1,1,1,0,1,4,2,1,3,18,0,3.0,0.1875
486,486,0,2,6,0,0,0,1,0,4,4,2,0,1,4,2,1,4,11,1,4.0,0.25
487,487,0,2,1,0,0,1,1,0,4,3,1,0,0,1,3,1,1,17,1,5.0,0.3125
488,488,0,4,7,0,0,0,1,0,3,5,2,0,1,4,1,1,4,17,0,3.0,0.1875
489,489,0,3,4,0,0,0,1,0,4,4,0,0,1,4,3,1,1,29,1,5.0,0.3125
490,490,0,2,3,0,0,0,0,0,3,4,2,0,1,1,3,1,2,16,0,3.0,0.1875
491,491,1,2,7,0,0,0,0,0,0,0,1,0,1,3,2,1,5,15,0,7.0,0.4375
492,492,0,4,1,1,0,1,1,0,5,5,1,1,1,4,1,1,4,17,0,7.0,0.4375
493,493,0,2,7,0,0,0,1,0,5,5,1,0,1,2,4,1,2,23,0,6.0,0.375
494,494,0,1,6,0,0,0,0,0,0,3,2,1,1,2,3,1,2,1,0,6.0,0.375
495,495,0,4,1,0,0,0,1,0,1,3,1,0,1,4,1,1,1,19,0,4.0,0.25
496,496,0,2,1,0,0,1,0,0,5,5,2,0,1,2,3,0,2,26,1,5.0,0.3125
497,497,0,3,3,1,0,0,0,0,1,1,1,0,1,3,4,1,5,11,1,6.0,0.375
498,498,0,1,1,0,0,0,1,0,2,0,2,0,1,4,4,1,2,28,0,7.0,0.4375
499,499,0,4,4,1,0,1,1,0,4,5,1,0,1,3,4,1,4,29,1,7.0,0.4375
500,500,1,4,5,1,0,0,1,1,3,4,1,0,1,3,4,0,3,30,1,8.0,0.5
501,501,0,4,5,0,0,0,1,0,1,1,2,0,0,4,4,1,2,18,1,4.0,0.25
502,502,0,2,6,1,0,0,0,0,2,5,1,0,1,1,3,1,4,21,0,4.0,0.25
503,503,0,1,7,0,0,1,1,0,3,5,0,0,1,4,2,1,3,10,0,6.0,0.375
504,504,0,2,5,0,0,0,1,1,4,1,1,1,1,2,3,1,4,5,0,8.0,0.5
505,505,1,3,4,0,0,0,1,0,1,5,2,1,1,3,1,1,3,19,0,7.0,0.4375
506,506,0,3,1,0,0,1,0,0,3,4,2,1,1,2,4,1,5,20,1,8.0,0.5
507,507,0,2,1,1,0,1,0,1,1,2,2,1,1,2,3,1,2,31,0,9.0,0.5625
508,508,1,2,5,0,0,0,1,0,0,4,1,1,1,3,2,1,5,4,1,9.0,0.5625
509,509,1,3,6,1,1,0,1,0,5,5,1,0,1,1,1,1,5,17,0,7.0,0.4375
510,510,0,3,3,0,0,0,1,0,5,5,1,0,1,3,4,1,2,14,0,6.0,0.375
511,511,0,3,2,0,0,0,1,0,1,2,2,0,1,2,1,1,5,3,1,5.0,0.3125
512,512,0,3,1,0,1,0,1,0,0,2,1,0,1,4,2,0,3,8,1,6.0,0.375
513,513,0,3,2,0,0,0,1,0,0,3,0,0,1,3,4,0,5,22,0,7.0,0.4375
514,514,0,1,7,0,0,0,1,0,4,0,2,1,1,1,1,1,5,2,1,6.0,0.375
515,515,0,4,5,0,0,0,1,0,1,0,2,0,1,2,2,1,2,19,0,6.0,0.375
516,516,0,3,6,0,1,0,1,1,1,1,1,0,1,3,4,0,4,3,1,7.0,0.4375
517,517,0,2,4,0,0,0,1,1,3,1,2,0,1,4,4,1,1,10,0,6.0,0.375
518,518,0,3,4,0,0,0,1,1,0,5,2,1,1,1,2,1,4,1,0,7.0,0.4375
519,519,0,3,1,1,0,0,0,0,1,0,1,1,1,2,1,1,2,25,1,8.0,0.5
520,520,0,2,6,0,1,0,1,0,5,2,2,0,0,2,4,1,2,18,1,6.0,0.375
521,521,0,3,4,1,0,1,1,0,0,5,0,1,1,4,3,1,3,23,0,9.0,0.5625
522,522,0,1,3,0,1,0,1,0,5,1,1,1,1,3,4,1,1,30,1,8.0,0.5
523,523,0,4,1,0,1,0,1,0,2,3,1,1,1,4,3,1,5,21,0,6.0,0.375
524,524,0,2,5,0,0,1,1,0,4,1,0,1,1,1,1,1,2,22,0,8.0,0.5
525,525,0,4,6,1,1,1,0,0,0,2,1,1,1,1,4,1,3,6,0,8.0,0.5
526,526,0,2,3,0,1,1,1,0,3,2,0,1,0,2,2,0,5,3,0,7.0,0.4375
527,527,0,4,5,0,0,0,1,0,0,5,0,1,1,2,1,1,1,1,1,8.0,0.5
528,528,0,1,7,0,0,0,1,0,3,1,0,0,1,4,4,1,2,8,0,6.0,0.375
529,529,0,4,3,0,0,0,1,0,0,2,2,1,1,1,2,1,1,17,0,5.0,0.3125
530,530,0,1,3,0,0,0,1,0,0,3,2,0,1,2,1,1,5,12,1,6.0,0.375
531,531,0,4,5,0,0,0,1,0,1,0,0,1,1,4,2,1,4,11,1,7.0,0.4375
532,532,0,2,5,0,0,0,0,0,0,1,1,1,1,4,3,1,1,8,0,6.0,0.375
533,533,1,4,2,0,0,0,0,0,4,4,0,0,1,2,4,1,1,12,1,6.0,0.375
534,534,0,3,6,0,0,0,0,0,5,2,1,1,0,2,2,1,2,3,0,4.0,0.25
535,535,0,2,2,0,1,0,1,0,5,5,2,0,1,1,3,1,1,15,1,5.0,0.3125
536,536,0,1,6,1,0,0,1,0,1,5,0,0,1,4,4,1,3,31,1,7.0,0.4375
537,537,0,2,3,0,0,0,1,0,1,5,0,0,1,2,2,1,4,3,0,6.0,0.375
538,538,0,1,1,1,0,1,1,1,0,2,2,0,1,3,2,0,4,16,1,9.0,0.5625
539,539,0,3,1,1,0,0,1,1,4,1,2,1,1,1,1,1,2,27,0,8.0,0.5
540,540,0,3,6,0,1,0,1,0,5,1,2,0,1,4,4,1,4,7,0,6.0,0.375
541,541,0,3,3,0,0,0,0,0,3,3,0,0,1,2,4,1,4,5,1,6.0,0.375
542,542,1,2,3,0,0,1,1,0,0,4,1,1,1,1,1,1,2,19,1,8.0,0.5
543,543,0,1,5,0,0,0,1,1,1,4,2,0,1,3,4,1,4,17,0,8.0,0.5
544,544,0,1,4,0,0,0,1,0,0,5,2,1,1,1,1,1,1,19,0,6.0,0.375
