,Unnamed: 0,Gender,Age,Orphan,state,PinCode,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,out_of_school_child,dropout_student,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label,prediction
216,216,1,15,0,4,921858,1,1,6,1,0,1,0,1,0,1,3,0,1,1,1,3,2,5,1,3,0,0,6,0
217,217,1,21,0,1,393777,0,3,5,1,0,1,0,1,0,2,3,0,0,0,0,2,1,5,0,1,0,0,5,0
218,218,1,21,0,27,840190,1,3,2,1,1,1,0,0,0,4,3,1,0,1,1,3,2,3,0,1,0,0,6,0
219,219,0,15,0,6,515584,1,3,6,0,0,0,1,0,0,2,2,1,1,1,0,2,5,3,0,2,0,0,6,0
220,220,1,15,0,15,149903,1,3,7,1,1,0,0,1,1,5,5,1,1,1,1,3,2,5,1,4,1,0,8,1
221,221,1,18,0,23,945935,1,1,1,0,0,0,0,0,0,5,3,0,1,0,2,3,3,5,0,1,1,0,4,0
222,222,0,15,0,3,614952,0,3,4,1,0,1,1,1,0,0,5,0,0,1,2,3,4,5,1,4,0,0,5,0
223,223,1,17,0,18,134538,1,1,2,0,1,1,0,0,0,1,4,0,1,0,2,2,4,2,0,1,1,1,5,0
224,224,1,15,0,27,711606,1,3,2,1,1,0,1,0,0,1,3,1,0,1,1,3,3,1,0,4,0,0,5,0
225,225,1,17,0,32,926952,1,2,3,1,1,0,1,1,1,4,3,1,0,1,0,3,5,1,1,3,1,1,9,1
226,226,1,18,1,7,899748,0,2,3,0,0,0,1,0,0,1,1,1,0,1,2,3,2,3,1,4,0,1,4,0
227,227,0,18,0,4,182944,0,1,5,1,0,0,1,0,1,5,1,1,1,1,1,2,4,5,1,2,0,1,8,1
228,228,1,16,0,28,597756,0,3,1,1,0,1,1,0,1,5,0,1,0,1,2,2,1,4,0,4,1,0,10,1
229,229,0,18,0,17,791704,0,4,1,0,0,1,0,0,0,4,2,0,0,0,0,2,1,2,1,3,0,1,4,0
230,230,1,18,0,24,656419,1,2,2,0,0,0,0,0,0,3,3,0,1,0,0,3,3,2,1,2,1,1,5,0
231,231,0,20,0,13,661961,0,1,4,0,1,0,1,1,1,5,2,1,1,0,0,2,3,2,0,3,1,1,8,1
232,232,1,17,0,33,467270,0,2,7,1,0,0,0,0,0,2,3,0,1,0,1,2,5,2,1,4,0,0,3,0
233,233,0,14,0,33,541351,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,2,5,3,1,3,0,1,11,1
234,234,0,19,0,26,445983,0,4,3,0,1,1,0,0,0,5,2,1,0,0,2,2,2,1,1,2,0,0,4,0
235,235,1,21,0,20,674236,1,3,6,0,0,0,1,1,0,3,0,0,0,0,2,3,2,2,1,3,1,1,4,0
236,236,1,19,0,16,398637,0,3,2,1,1,1,0,0,0,1,4,1,0,0,2,2,1,1,1,1,1,1,6,0
237,237,1,21,0,22,271957,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,3,4,3,0,2,0,0,5,0
238,238,1,20,0,29,229471,0,3,2,1,0,0,1,1,0,4,4,0,1,1,2,2,4,1,1,3,1,1,6,0
239,239,0,22,0,28,934020,0,3,2,1,0,0,1,1,0,1,4,0,0,0,2,2,2,5,1,3,1,0,4,0
240,240,0,16,1,29,174396,0,3,6,1,1,1,0,0,0,5,1,0,1,0,2,2,2,5,1,3,0,0,7,0
241,241,1,15,1,18,259873,1,2,5,0,1,0,0,0,1,4,0,1,1,1,2,2,1,3,0,4,1,0,10,1
242,242,1,17,0,14,849926,0,4,1,1,1,1,1,1,1,1,5,0,1,0,2,3,5,3,0,2,1,0,8,1
243,243,1,21,0,2,568607,0,2,6,0,0,1,1,0,0,2,4,0,1,0,0,2,5,3,1,1,1,0,5,0
244,244,0,21,0,1,178112,1,4,4,0,0,1,1,0,0,3,3,1,1,1,0,3,5,5,0,4,0,1,5,0
245,245,0,15,0,5,440452,0,1,1,0,0,0,1,0,1,2,0,0,1,1,1,2,4,2,0,3,1,1,8,1
246,246,0,17,1,28,317113,1,4,7,1,0,1,1,0,0,3,4,1,0,0,1,3,4,2,0,1,0,1,4,0
247,247,1,21,1,22,932703,0,3,5,1,0,1,0,0,0,5,0,0,0,0,1,2,1,3,0,4,0,1,6,0
248,248,1,16,0,28,185537,1,4,4,1,1,0,0,0,0,5,1,0,1,0,0,3,4,5,1,4,0,0,4,0
249,249,0,14,0,9,373669,0,2,6,0,0,1,1,1,0,5,2,0,0,1,1,2,3,2,0,3,0,1,4,0
250,250,0,14,0,21,565986,1,1,1,1,1,0,1,1,0,3,5,0,0,0,1,3,3,4,0,3,0,1,6,0
251,251,1,18,1,1,185967,1,4,2,0,0,0,1,0,0,5,3,0,1,1,2,3,1,2,0,4,0,0,3,0
252,252,0,15,0,27,672842,0,2,2,1,0,1,0,1,0,2,2,0,1,0,0,2,2,1,0,2,0,1,6,0
253,253,1,18,0,25,499396,1,4,2,0,0,1,1,0,0,4,1,1,1,1,0,2,3,3,1,2,0,1,6,0
254,254,0,21,1,11,492739,1,1,4,1,1,1,0,1,1,1,3,1,1,0,1,2,2,1,1,1,1,0,9,1
255,255,1,21,0,4,773720,1,2,7,0,0,1,1,1,0,2,1,0,1,1,2,2,3,5,0,2,1,0,6,0
256,256,0,16,1,32,855900,1,3,2,0,1,0,0,1,0,2,3,0,0,0,0,3,3,2,1,4,1,1,5,0
257,257,0,19,0,13,999859,0,1,6,0,0,1,0,1,1,0,0,1,1,0,0,3,5,2,1,4,0,0,8,1
258,258,1,14,0,7,566231,0,2,3,0,1,1,0,1,0,5,5,0,0,0,1,3,3,1,1,3,0,0,4,0
259,259,1,17,0,19,368362,0,3,5,0,0,1,1,1,0,4,3,1,0,0,2,2,1,5,1,3,1,0,6,0
260,260,0,16,0,31,404669,1,3,6,1,1,0,0,1,0,4,2,0,1,0,2,3,3,1,0,3,0,0,5,0
261,261,1,14,1,22,129326,1,4,3,0,0,0,1,1,0,0,0,0,1,0,0,2,1,2,1,4,1,1,6,0
262,262,0,17,1,29,945358,1,4,6,1,0,1,1,0,0,4,2,0,0,0,2,3,2,4,0,3,0,1,5,0
263,263,1,20,0,17,607684,0,3,3,1,1,1,1,0,0,1,2,0,1,1,2,2,4,3,1,1,0,0,6,0
264,264,0,19,1,32,534521,1,3,5,0,0,0,0,1,0,1,3,1,0,1,1,2,3,2,1,1,1,1,6,0
265,265,1,18,0,28,552503,0,3,6,0,0,1,0,1,0,4,5,0,0,1,0,3,1,2,0,2,0,0,5,0
266,266,1,15,0,7,582433,1,2,1,1,0,1,0,1,1,4,0,1,1,0,2,3,4,3,0,4,1,0,9,1
267,267,0,20,0,33,883781,0,4,7,1,1,0,1,1,1,2,2,1,1,0,1,3,5,4,1,2,1,1,8,1
268,268,0,19,0,4,517515,0,2,6,0,1,1,0,0,1,0,4,1,0,1,2,2,3,4,1,3,0,0,9,1
269,269,1,21,1,30,942314,1,2,3,1,0,0,0,1,0,2,2,0,0,1,0,3,5,3,1,3,0,0,6,0
270,270,0,15,0,16,592120,1,1,3,0,0,1,0,0,0,0,3,0,0,1,2,3,5,5,0,2,1,0,6,0
271,271,0,18,0,28,714930,1,2,7,1,0,0,1,0,1,0,2,1,0,0,0,2,5,1,0,2,1,0,8,1
272,272,0,21,0,32,247758,0,1,2,1,1,0,0,0,0,2,4,1,1,0,2,3,4,3,1,4,0,0,5,0
273,273,0,21,0,32,824734,1,2,4,0,1,0,0,1,0,3,4,0,1,0,0,3,5,5,1,3,1,1,6,0
274,274,0,18,1,1,770490,0,4,1,0,0,0,0,0,0,5,2,0,1,1,2,3,3,2,1,4,0,1,4,0
275,275,1,14,0,15,539233,1,1,3,0,1,0,1,1,0,4,5,0,1,1,1,3,1,4,1,1,1,0,6,0
276,276,0,17,1,3,336130,1,3,2,1,1,1,1,0,0,1,2,0,0,0,2,2,5,3,0,3,0,1,6,0
277,277,1,18,0,4,756399,1,3,4,1,0,1,0,0,1,2,0,1,1,1,2,3,1,3,1,2,1,1,10,1
278,278,1,14,1,12,670490,1,3,3,0,1,1,1,1,1,0,0,1,1,0,0,3,1,4,1,2,0,1,12,1
279,279,0,16,0,28,436320,0,4,6,0,0,0,1,1,0,2,1,1,1,0,2,3,3,5,0,1,0,1,2,0
280,280,1,17,0,20,523045,1,1,4,0,0,0,0,1,1,0,0,1,1,0,0,3,5,2,0,2,1,1,9,1
281,281,0,17,1,29,935530,1,1,4,0,1,0,0,1,0,4,0,0,0,1,1,3,1,1,0,2,0,0,6,0
282,282,0,15,1,29,522895,0,4,4,1,0,0,0,1,0,3,0,1,0,1,0,3,4,1,1,4,0,1,6,0
283,283,0,14,0,19,423215,1,3,4,0,0,1,1,0,1,0,0,0,0,1,2,3,3,1,0,2,1,1,8,1
284,284,1,20,0,23,316814,1,3,2,1,1,1,0,0,1,3,2,1,0,0,0,3,3,2,0,3,1,1,9,1
285,285,1,14,0,33,389174,1,4,4,1,1,0,1,0,0,1,3,1,0,1,2,2,5,4,1,1,1,0,6,0
286,286,1,14,0,1,313556,1,1,3,1,1,0,0,0,0,1,3,0,1,0,0,2,1,3,0,2,0,1,6,0
287,287,1,18,0,2,137959,0,3,5,0,1,1,0,1,0,1,1,0,0,1,1,2,2,3,0,4,1,1,6,0
288,288,1,15,1,13,911900,1,2,6,0,0,1,0,1,0,4,1,1,0,0,2,2,3,3,0,2,0,1,5,0
289,289,1,17,0,33,839038,1,4,6,0,1,1,0,1,0,3,1,1,0,0,2,3,5,4,0,4,0,0,4,0
290,290,0,20,0,14,599411,1,4,1,0,0,0,0,0,0,2,0,0,1,1,1,2,3,4,1,2,0,1,6,0
291,291,0,21,0,8,364373,0,4,5,1,1,0,0,1,0,5,0,1,0,1,1,3,3,1,0,1,0,1,6,0
292,292,1,18,0,1,838039,1,2,1,1,1,1,0,1,1,1,1,1,0,0,0,2,5,5,0,4,0,0,8,1
293,293,1,17,0,10,223996,0,4,1,0,1,0,1,0,1,3,4,1,1,1,1,3,4,4,0,2,1,1,9,1
294,294,1,17,1,6,167485,1,1,5,0,1,0,0,0,0,1,5,0,1,1,2,2,3,2,1,4,1,0,7,0
295,295,1,20,0,30,852183,1,1,3,0,1,1,1,0,1,0,5,0,1,0,0,3,5,4,1,3,1,1,10,1
296,296,0,16,1,2,549028,0,1,7,1,0,0,0,1,0,3,4,1,0,1,2,3,2,2,1,1,1,1,6,0
297,297,1,18,0,6,649929,0,2,5,0,0,0,1,1,0,0,5,1,1,1,2,2,1,3,1,1,0,1,6,0
298,298,0,14,0,31,746073,0,1,1,0,0,1,1,0,1,0,2,1,0,1,1,3,4,1,0,2,0,0,8,1
299,299,1,21,0,9,248736,1,4,1,1,1,1,0,1,1,0,0,1,1,0,2,3,4,3,1,3,0,0,10,1
300,300,0,19,1,13,612224,1,1,7,0,1,0,1,1,1,5,3,1,0,1,0,2,3,3,0,2,1,1,9,1
301,301,1,15,0,14,468961,1,2,2,1,1,0,1,1,0,5,1,0,1,0,2,2,2,3,1,1,1,0,5,0
302,302,1,17,0,31,999059,0,4,5,1,1,1,0,0,1,2,5,0,1,1,0,3,1,3,0,2,1,1,10,1
303,303,1,19,0,23,903837,1,2,6,1,0,1,1,0,0,0,3,0,0,1,2,3,1,5,0,1,0,1,5,0
304,304,1,17,0,4,973188,1,3,7,1,0,0,0,0,0,2,2,1,0,0,1,2,4,3,1,4,0,1,3,0
305,305,0,17,1,1,927134,0,3,5,1,0,1,0,1,1,0,4,0,0,1,0,2,2,4,1,3,0,1,11,1
306,306,0,15,1,26,306002,1,4,4,1,1,1,1,0,1,3,0,1,1,1,0,3,2,5,1,2,1,0,12,1
307,307,0,18,0,33,282306,0,2,3,1,0,0,1,1,0,2,3,1,1,0,1,3,5,5,0,4,0,0,4,0
308,308,1,21,0,20,499903,0,1,7,0,1,0,0,1,0,2,5,0,1,0,0,3,5,5,1,4,0,0,4,0
309,309,1,18,0,30,584332,1,3,3,1,1,0,0,1,1,2,4,1,0,1,2,3,3,4,1,4,1,1,8,1
310,310,1,20,0,22,463411,1,1,6,1,0,1,1,1,1,1,0,1,0,1,2,3,1,3,1,2,0,0,8,1
311,311,1,18,1,33,608663,0,4,1,1,1,0,0,0,0,3,5,0,1,1,1,2,1,5,0,4,0,1,6,0
312,312,0,21,0,21,213309,1,3,2,0,1,0,1,0,0,1,1,0,1,1,0,2,4,5,0,3,0,0,6,0
313,313,0,14,0,5,391670,0,1,7,1,0,0,1,0,0,5,3,0,0,1,2,3,3,2,1,3,1,1,5,0
314,314,0,17,0,18,658834,0,2,3,1,0,0,0,1,0,2,1,0,1,1,1,3,4,1,1,1,1,0,5,0
315,315,1,19,0,27,730268,1,1,1,1,0,0,1,1,0,3,4,0,0,1,0,2,1,1,0,1,0,0,5,0
316,316,0,14,0,5,951984,0,2,2,0,0,1,0,0,0,1,4,0,0,0,1,2,5,2,1,4,0,1,2,0
317,317,1,19,0,3,687455,1,2,7,0,1,0,0,1,1,0,1,1,0,0,0,2,1,4,0,3,0,0,8,1
318,318,0,17,0,3,313232,1,4,2,1,1,0,1,1,0,5,4,0,1,1,1,2,5,2,0,4,1,1,5,0
319,319,1,15,0,31,575041,1,3,3,1,1,0,1,1,0,1,5,0,0,1,2,2,5,3,1,2,1,0,6,0
320,320,1,16,0,7,254433,0,1,5,1,0,1,0,1,1,0,1,1,0,0,1,3,3,5,1,3,0,1,8,1
321,321,1,16,0,29,220899,0,1,3,1,0,1,0,1,1,0,1,1,1,1,1,3,4,3,1,1,1,0,9,1
322,322,1,21,0,27,547786,0,4,3,1,1,0,0,0,0,0,4,0,1,1,2,3,3,2,0,1,1,0,6,0
323,323,1,19,0,25,997408,0,2,2,1,1,0,0,0,0,3,0,1,0,1,2,2,3,5,0,4,0,0,6,0
324,324,1,14,0,15,194688,0,3,2,1,1,1,1,0,0,3,2,0,0,0,2,3,1,5,0,1,0,0,4,0
325,325,0,16,0,13,855298,1,4,3,1,1,1,1,0,1,5,1,1,1,1,2,3,2,1,0,2,1,1,9,1
326,326,0,16,0,26,997347,0,4,2,0,0,0,1,0,0,2,1,0,0,1,2,3,4,5,1,4,0,1,1,0
327,327,0,19,0,9,695880,1,4,3,1,1,1,1,0,0,4,5,0,1,0,2,2,1,5,0,3,0,1,5,0
328,328,1,20,0,29,442511,0,3,6,0,1,0,0,0,0,0,1,0,1,1,2,2,3,2,0,3,0,1,6,0
329,329,0,20,0,18,283828,1,1,2,0,0,1,1,0,1,0,2,1,1,1,2,2,2,4,0,2,0,1,9,1
330,330,1,15,0,6,464506,1,1,3,1,0,0,1,0,0,4,2,1,0,0,1,2,4,4,1,2,1,1,6,0
331,331,0,20,0,20,803190,0,3,4,1,1,1,1,0,1,4,2,0,1,1,2,3,3,1,0,1,1,1,8,1
332,332,0,14,0,29,493970,1,3,1,1,0,0,1,1,0,2,4,1,0,1,0,2,2,1,0,4,0,1,6,0
333,333,1,15,0,10,689194,1,3,3,0,0,1,0,1,0,3,0,1,1,0,2,3,1,5,0,1,0,1,5,0
334,334,0,14,0,6,818813,0,1,5,1,0,0,1,1,0,4,5,0,1,1,1,2,2,3,1,2,0,0,6,0
335,335,0,14,0,13,917482,0,1,4,1,1,1,0,0,1,2,0,1,1,1,0,2,1,2,1,3,0,0,11,1
336,336,0,16,0,27,275983,0,4,2,0,1,1,1,1,0,4,1,1,0,1,0,2,3,2,0,4,1,1,6,0
337,337,0,18,1,1,459779,0,4,6,1,1,1,1,1,0,2,2,0,1,0,2,2,4,2,0,4,0,1,5,0
338,338,0,20,0,25,484058,1,3,1,1,1,0,1,1,0,3,3,1,1,0,2,3,2,1,0,4,0,0,6,0
339,339,0,19,0,11,204986,0,1,4,1,0,0,1,1,0,1,3,1,1,1,1,2,4,2,0,3,0,1,6,0
340,340,0,14,0,33,725110,1,1,6,0,1,0,1,1,0,1,0,0,1,0,2,3,4,1,1,4,1,0,5,0
341,341,0,15,1,9,839714,0,1,4,0,0,1,1,1,0,1,0,1,0,0,2,3,3,5,1,3,0,0,6,0
342,342,0,18,0,5,156001,1,4,1,1,0,0,0,0,0,0,4,0,0,1,2,3,2,2,1,4,0,1,4,0
343,343,1,17,0,17,649951,1,2,7,0,0,0,1,1,0,3,5,0,1,0,1,2,2,3,1,1,0,1,2,0
344,344,1,14,0,9,587587,0,3,4,1,1,1,0,0,0,5,4,1,1,0,1,3,5,3,1,4,0,1,6,0
345,345,1,20,0,24,849488,0,4,6,1,1,0,1,1,0,4,0,1,0,0,2,2,3,1,1,2,0,0,5,0
346,346,0,14,0,19,164640,1,4,5,0,1,0,1,0,0,2,4,1,0,1,1,2,3,5,0,3,1,1,6,0
347,347,0,15,0,24,778478,0,2,1,0,1,1,1,0,1,5,0,0,1,1,2,3,2,3,0,3,1,1,10,1
348,348,1,16,0,4,806511,1,3,4,0,0,0,0,0,0,4,1,0,1,1,0,3,4,5,0,2,1,1,6,0
349,349,1,14,0,10,411796,0,3,6,0,0,1,1,0,0,1,5,0,0,0,2,3,3,4,0,4,0,0,3,0
350,350,1,18,0,23,805699,1,1,3,0,1,0,0,0,0,4,4,0,1,1,2,3,3,5,1,2,0,0,5,0
351,351,1,18,0,27,128174,1,3,1,0,0,0,1,0,0,1,3,0,1,1,0,3,5,3,1,2,0,0,6,0
352,352,0,19,0,27,342124,1,4,2,1,1,1,1,1,1,3,4,1,1,1,2,3,1,5,1,1,1,1,8,1
353,353,0,20,0,23,243200,0,2,4,0,1,1,0,1,1,4,0,1,1,0,1,2,4,1,1,2,0,0,8,1
354,354,0,21,0,21,459935,0,2,3,0,1,0,1,0,0,3,4,0,1,1,1,3,1,3,0,3,0,1,5,0
355,355,0,14,1,20,708701,1,4,3,1,1,0,0,0,0,4,3,1,1,0,2,2,5,5,1,3,0,0,6,0
356,356,0,14,0,16,223400,1,3,1,1,0,1,1,0,1,2,1,1,1,1,2,3,5,4,0,4,1,1,10,1
357,357,0,21,0,27,392501,0,1,5,0,1,0,1,1,0,1,1,0,0,1,1,3,5,3,1,3,1,1,6,0
358,358,1,14,0,27,507249,0,4,5,1,1,1,0,0,0,3,4,0,0,1,0,2,1,5,1,4,0,1,6,0
359,359,1,16,0,2,143519,1,4,6,0,1,0,0,0,0,4,0,0,0,1,0,2,1,5,0,1,0,0,4,0
360,360,0,21,0,18,720290,1,4,4,1,1,0,1,0,0,3,3,1,0,0,0,2,5,5,0,1,0,1,4,0
361,361,1,19,1,24,432559,0,4,6,0,1,1,1,1,0,3,5,0,1,1,2,2,3,1,0,1,1,0,6,0
362,362,1,16,0,8,703136,1,4,7,0,1,0,1,1,0,3,0,0,1,1,2,2,1,3,1,1,0,1,4,0
363,363,0,19,0,29,767428,0,4,1,0,1,0,1,0,0,2,5,0,1,0,2,2,5,3,1,1,0,1,3,0
364,364,0,19,0,13,644888,1,4,6,0,1,1,1,0,0,2,3,0,1,0,0,3,4,3,1,3,0,0,5,0
365,365,1,14,0,26,354866,1,3,2,1,0,1,0,1,0,2,4,1,0,1,1,2,1,3,0,1,1,1,6,0
366,366,0,18,1,6,706770,1,3,7,0,1,1,1,1,0,5,1,1,0,0,2,3,4,3,0,1,0,1,5,0
367,367,0,20,0,4,344162,0,3,5,1,1,1,0,0,1,0,0,1,1,0,1,3,5,2,0,2,0,1,11,1
368,368,0,18,0,31,825396,0,3,5,0,0,1,0,1,0,2,3,0,1,0,1,2,2,3,1,1,1,0,5,0
369,369,0,16,0,31,175347,1,3,3,0,1,0,0,0,1,4,5,1,1,1,2,3,3,5,0,3,1,1,8,1
370,370,1,19,0,30,832775,1,2,3,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,1,2,1,1,6,0
371,371,0,16,0,10,152588,0,2,3,0,0,0,1,1,0,2,5,0,0,1,0,2,1,1,1,1,1,1,4,0
372,372,0,20,0,26,637882,0,1,7,1,0,1,1,1,1,0,4,1,1,1,2,2,1,1,1,2,1,0,10,1
373,373,1,16,0,17,802433,1,2,5,0,0,0,1,1,1,3,4,0,1,1,0,2,1,1,1,2,1,0,8,1
374,374,1,16,0,5,509357,1,4,6,1,1,0,1,1,1,4,3,1,1,1,0,2,1,5,0,3,0,0,8,1
375,375,0,19,1,25,968630,0,2,2,0,0,1,1,0,0,4,4,1,0,0,0,2,2,2,1,3,0,1,6,0
376,376,0,19,0,7,683113,1,4,6,1,1,1,0,0,1,0,3,0,1,1,0,3,5,1,0,3,1,0,10,1
377,377,1,19,0,21,177619,1,4,1,0,0,0,0,0,0,1,1,1,1,0,2,3,3,5,1,1,0,1,3,0
378,378,0,18,1,22,586058,1,3,7,0,1,0,0,1,0,1,1,0,1,1,1,2,2,5,1,4,0,1,5,0
379,379,1,21,1,26,498743,0,1,5,1,1,0,1,1,1,0,1,1,0,1,1,2,1,3,0,4,0,1,9,1
380,380,1,21,0,28,925752,1,2,3,1,1,1,1,0,1,1,3,1,1,1,0,2,4,4,0,3,1,0,12,1
381,381,1,20,0,27,630156,0,3,3,0,1,0,0,0,0,3,0,1,0,0,0,3,3,5,0,3,0,1,6,0
382,382,1,17,0,14,656079,0,4,3,1,1,1,1,1,1,2,4,1,1,1,2,3,3,2,0,2,1,1,9,1
383,383,1,19,0,24,654917,1,4,6,1,1,1,1,1,1,4,1,1,1,0,1,2,4,3,1,3,1,1,8,1
384,384,0,18,0,26,759932,1,1,4,0,1,0,0,0,1,2,1,1,1,1,0,3,2,4,1,4,1,0,9,1
385,385,0,17,0,22,680076,0,3,3,1,1,0,0,1,0,3,2,1,1,0,1,3,5,3,0,2,0,1,6,0
386,386,1,18,0,10,940950,1,2,3,1,0,0,1,0,0,4,4,1,0,0,0,3,5,1,0,1,0,0,4,0
387,387,0,19,0,32,145433,0,1,5,0,1,0,0,0,1,0,5,1,0,1,1,2,5,3,0,4,1,0,8,1
388,388,1,15,0,8,639677,1,4,4,0,1,1,1,0,0,5,5,0,0,1,2,2,3,4,0,3,1,1,6,0
389,389,1,19,0,26,732925,0,2,7,0,0,0,1,0,0,2,5,0,0,1,0,2,1,1,0,4,1,0,4,0
390,390,0,21,0,22,695908,0,4,3,1,0,0,1,1,0,2,2,0,1,1,0,3,4,1,1,4,0,0,4,0
391,391,1,15,0,32,967536,0,2,7,0,1,1,1,0,1,2,2,1,1,0,2,2,3,5,1,2,1,1,8,1
392,392,1,15,0,31,781592,0,4,5,1,1,1,1,0,1,5,4,1,0,0,0,3,5,4,1,4,0,0,8,1
393,393,0,17,0,32,124343,0,2,6,1,1,1,0,1,1,1,4,1,0,1,1,3,2,4,0,1,0,0,8,1
394,394,1,19,0,24,866039,1,3,4,0,1,0,1,1,0,0,4,1,0,1,1,3,3,1,1,4,1,1,6,0
395,395,1,20,0,16,972419,1,2,2,0,0,1,1,1,1,0,5,0,1,0,0,2,1,3,0,3,1,0,8,1
396,396,1,14,1,25,788355,1,3,3,0,0,1,1,0,1,5,2,1,1,0,0,3,3,4,1,3,0,1,9,1
397,397,1,16,0,30,126304,0,4,5,0,1,1,0,1,1,3,0,0,1,1,0,3,4,3,0,4,0,0,8,1
398,398,1,14,0,3,300504,0,3,2,0,0,0,1,1,0,1,1,0,1,0,2,3,2,4,0,3,0,0,4,0
399,399,0,17,1,2,951539,1,3,1,0,0,1,0,0,1,0,5,1,1,1,2,3,3,1,1,1,0,1,9,1
400,400,0,20,0,23,854946,1,1,2,0,0,1,0,1,0,3,4,0,1,0,2,3,1,5,1,4,0,1,3,0
401,401,0,14,0,13,930415,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,3,4,5,1,3,1,0,9,1
402,402,1,17,0,1,437210,0,3,6,0,0,1,0,0,1,0,2,1,1,1,1,2,4,1,0,2,0,1,8,1
403,403,0,16,0,26,555284,1,2,5,1,0,1,1,1,1,1,5,0,1,1,2,2,5,2,0,2,1,1,9,1
404,404,1,17,0,29,282893,1,2,3,1,1,1,0,0,0,1,4,0,0,0,2,2,4,2,1,2,0,0,5,0
405,405,1,21,1,7,499613,1,4,2,0,0,0,1,1,0,4,2,1,0,1,2,2,5,5,1,3,0,0,4,0
406,406,0,18,0,16,780863,1,1,7,0,1,1,0,0,1,5,1,0,1,0,0,2,2,2,1,2,1,1,8,1
407,407,0,15,0,28,800299,0,4,5,1,0,0,1,1,0,3,2,0,0,1,0,2,1,2,1,2,0,1,5,0
408,408,0,15,0,31,118966,0,3,7,0,0,0,0,0,0,3,2,0,1,0,1,3,4,1,1,3,1,0,4,0
409,409,0,14,0,12,194296,0,2,2,0,1,1,0,0,0,5,5,1,1,0,2,2,5,2,1,4,1,1,6,0
410,410,0,17,0,2,269044,0,3,7,0,1,1,1,1,1,0,3,1,0,1,1,3,3,5,0,3,1,1,9,1
411,411,0,20,0,32,394886,0,4,7,1,0,0,0,1,0,5,1,1,0,0,2,3,3,2,1,3,1,0,4,0
412,412,1,14,1,19,298127,1,3,2,0,1,0,1,1,0,0,5,1,0,1,1,3,3,1,0,3,0,1,7,0
413,413,1,16,1,15,677047,1,2,7,0,1,0,1,1,0,4,2,0,0,1,2,3,4,5,0,1,0,1,4,0
414,414,1,20,0,11,420443,1,3,7,0,1,0,1,0,1,2,0,1,1,0,2,3,1,4,1,2,0,1,8,1
415,415,0,21,1,22,168320,1,3,3,0,0,1,0,0,0,3,3,0,1,1,1,2,3,1,1,2,0,0,6,0
416,416,1,16,0,29,817237,1,4,2,0,1,0,0,1,0,2,4,1,1,1,1,2,4,2,0,4,1,0,5,0
417,417,0,20,1,31,225972,0,4,1,1,0,0,1,1,0,5,2,1,1,0,0,3,1,3,1,1,0,1,6,0
418,418,1,15,0,10,764406,1,2,5,0,1,0,0,0,1,0,4,0,0,0,0,2,4,4,1,2,0,0,8,1
419,419,0,16,0,16,751885,0,3,5,1,0,0,0,1,1,5,5,0,1,1,1,3,3,1,1,3,1,0,8,1
420,420,1,18,1,3,973831,0,1,5,0,1,0,0,0,0,2,5,1,0,0,0,3,3,3,1,2,0,0,7,0
421,421,0,14,1,20,906978,0,2,6,1,0,1,1,1,0,1,0,1,0,0,1,2,3,5,1,3,0,1,7,0
422,422,1,18,0,2,572650,0,3,4,1,1,0,1,1,0,0,2,0,0,0,2,3,2,3,0,4,1,0,5,0
423,423,0,21,0,4,882534,0,2,5,1,1,1,0,0,1,1,2,0,1,1,2,3,5,3,0,2,1,0,10,1
424,424,0,21,1,11,128758,0,1,2,1,1,0,1,1,1,3,3,1,1,1,1,2,5,5,0,2,0,1,9,1
425,425,1,15,0,5,292299,0,1,2,1,0,1,0,0,1,0,5,1,0,1,0,2,1,4,0,2,1,0,11,1
426,426,0,17,1,13,463493,0,4,3,0,1,0,0,0,0,5,5,1,0,0,2,2,3,5,1,1,0,0,3,0
427,427,1,14,0,2,839844,0,2,5,0,1,0,1,0,0,5,1,0,0,0,1,3,2,3,1,3,1,1,5,0
428,428,0,19,0,16,459301,0,2,3,0,0,1,0,1,1,0,4,0,1,1,1,2,5,2,1,2,1,0,8,1
429,429,0,14,0,10,677351,0,2,4,1,1,1,1,1,1,3,5,1,0,1,0,3,2,5,1,1,1,0,9,1
430,430,1,15,0,20,581745,0,2,1,1,0,0,1,1,1,0,0,1,1,0,1,3,2,2,1,1,1,1,9,1
431,431,0,19,0,9,916672,1,2,1,1,0,0,0,0,0,1,1,0,1,1,1,2,5,5,1,4,1,0,6,0
432,432,1,20,0,29,316065,0,3,3,1,0,1,0,1,1,1,1,1,0,1,1,3,5,2,1,3,1,0,8,1
433,433,1,18,1,1,484940,1,4,3,1,1,1,1,0,1,5,1,1,1,0,2,3,5,5,1,2,1,0,9,1
434,434,1,20,1,32,995789,1,1,4,0,1,0,0,0,0,1,1,0,1,0,0,2,3,1,1,4,1,0,6,0
