orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory
0,1,7,0,0,0,1,0,3,3,0,1,1,3,3,1,3,16,1,7,0.4375,male,Bharuch,8-11 year,sc
1,4,3,0,0,0,1,0,4,4,0,1,1,1,2,1,4,7,0,6,0.375,female,Kheda,11-14 year,ews
0,4,3,0,0,1,1,0,5,1,0,1,1,1,3,0,3,28,0,5,0.3125,female,Aahwa,8-11 year,ews
0,1,7,0,0,0,1,0,5,3,2,1,1,1,3,1,3,30,0,5,0.3125,female,Veraval,8-11 year,sc
0,2,7,0,0,0,1,0,2,0,2,1,1,1,3,1,2,25,1,6,0.375,male,Porbander,6-8 year,st
0,1,6,1,1,0,1,0,0,3,2,1,0,4,4,1,5,10,1,8,0.5,male,Jamnagar,14-18 year,sc
0,2,2,0,1,0,1,0,2,2,1,1,1,3,3,1,3,11,0,7,0.4375,female,Junagadh,8-11 year,st
0,1,4,0,0,0,1,0,1,2,2,1,1,1,1,1,4,19,1,5,0.3125,male,Bardoli,11-14 year,sc
0,3,3,1,0,0,1,0,4,5,2,0,1,2,1,1,1,31,0,6,0.375,female,Botad,3-6 year,general
0,4,5,1,0,0,1,0,5,2,2,1,0,3,3,0,2,5,1,5,0.3125,male,Surat,6-8 year,ews
1,1,7,0,0,1,1,0,1,3,1,1,1,3,4,1,2,28,1,9,0.5625,male,Aahwa,6-8 year,sc
0,2,2,0,0,0,1,1,4,4,2,1,0,4,2,1,2,28,0,5,0.3125,female,Aahwa,6-8 year,st
1,2,4,0,0,0,1,0,5,3,2,1,0,3,3,1,5,6,0,6,0.375,female,Vadodara,14-18 year,st
0,2,1,0,0,0,1,1,4,5,1,0,1,1,1,1,3,9,0,6,0.375,female,Sabarkantha,8-11 year,st
0,4,6,0,0,0,1,0,3,2,2,0,1,2,3,1,3,1,1,4,0.25,male,Ahmedabad,8-11 year,ews
0,3,5,0,0,0,0,0,3,1,2,1,1,3,2,1,2,30,1,6,0.375,male,Veraval,6-8 year,general
0,4,5,0,0,0,0,0,1,5,0,1,1,1,2,1,3,27,0,5,0.3125,female,Ahmedabad_East,8-11 year,ews
0,2,6,0,0,0,1,0,4,3,2,1,0,3,2,1,1,1,0,5,0.3125,female,Ahmedabad,3-6 year,st
1,2,2,0,0,1,1,0,4,1,0,1,1,1,2,1,1,4,1,8,0.5,male,Bhavnagar,3-6 year,st
0,3,4,1,0,0,1,0,0,4,1,1,1,2,2,1,4,9,1,8,0.5,male,Sabarkantha,11-14 year,general
0,2,7,0,0,0,1,0,2,4,2,1,1,2,4,1,2,14,1,7,0.4375,male,Amreli,6-8 year,st
0,1,6,1,0,0,1,0,0,5,2,1,0,4,4,1,3,29,1,7,0.4375,male,Modasa,8-11 year,sc
0,1,4,0,1,0,1,0,1,4,0,0,0,1,2,0,3,9,0,4,0.25,female,Sabarkantha,8-11 year,sc
0,4,3,0,0,1,1,0,4,2,0,0,1,1,3,0,5,25,1,4,0.25,male,Porbander,14-18 year,ews
0,3,7,0,1,0,0,1,3,5,1,1,1,1,1,0,5,33,0,5,0.3125,female,Lunavada,14-18 year,general
1,3,1,0,0,0,1,0,5,2,2,0,1,1,4,1,1,21,0,7,0.4375,female,Navsari,3-6 year,general
0,4,6,1,0,0,0,0,5,4,0,1,1,4,2,0,4,32,1,4,0.25,male,Chhota_Udepur,11-14 year,ews
0,2,2,0,0,0,1,0,2,3,1,1,1,1,3,1,5,5,0,5,0.3125,female,Surat,14-18 year,st
0,3,5,0,0,0,1,0,4,4,0,1,1,2,3,1,4,16,0,8,0.5,female,Bharuch,11-14 year,general
0,3,5,1,0,0,1,0,5,2,2,1,0,1,1,0,3,16,0,5,0.3125,female,Bharuch,8-11 year,general
0,3,4,0,0,0,1,0,1,5,0,1,0,3,4,1,1,26,0,7,0.4375,female,Vyara,3-6 year,general
0,4,6,0,0,0,1,0,0,5,2,1,1,3,3,1,2,4,1,6,0.375,male,Bhavnagar,6-8 year,ews
0,1,2,0,0,1,1,0,0,0,1,1,0,2,3,1,4,31,1,8,0.5,male,Botad,11-14 year,sc
0,1,5,0,0,0,0,0,1,2,2,1,1,1,4,0,1,25,1,5,0.3125,male,Porbander,3-6 year,sc
0,4,1,0,1,0,1,0,0,2,1,1,0,2,1,1,2,10,0,7,0.4375,female,Jamnagar,6-8 year,ews
1,4,7,0,0,0,1,0,3,3,2,1,1,1,1,1,4,27,0,5,0.3125,female,Ahmedabad_East,11-14 year,ews
0,3,2,1,1,0,1,0,1,1,1,0,1,4,3,1,3,14,1,6,0.375,male,Amreli,8-11 year,general
0,1,1,0,0,0,1,0,2,5,1,0,1,4,1,1,5,11,1,5,0.3125,male,Junagadh,14-18 year,sc
0,4,3,1,0,0,1,0,2,1,1,0,0,2,4,1,3,7,1,5,0.3125,male,Kheda,8-11 year,ews
0,3,2,1,0,0,1,0,1,1,1,1,1,3,2,1,5,1,0,7,0.4375,female,Ahmedabad,14-18 year,general
0,2,3,1,1,0,1,0,1,2,2,0,1,4,3,1,3,27,1,6,0.375,male,Ahmedabad_East,8-11 year,st
0,1,1,1,0,0,0,1,3,0,0,1,1,4,1,1,4,6,0,9,0.5625,female,Vadodara,11-14 year,sc
0,1,2,0,0,0,1,0,5,4,1,1,0,4,4,1,3,23,0,5,0.3125,female,Anand,8-11 year,sc
1,1,4,0,1,0,1,0,4,2,1,1,1,2,2,1,3,29,1,8,0.5,male,Modasa,8-11 year,sc
0,3,4,0,0,1,1,0,1,4,0,0,1,2,3,1,3,8,1,7,0.4375,male,Banaskantha,8-11 year,general
0,3,4,1,1,0,1,0,0,1,1,0,1,3,4,1,5,7,0,9,0.5625,female,Kheda,14-18 year,general
0,2,3,0,0,0,1,0,4,3,2,0,1,3,3,1,5,10,0,5,0.3125,female,Jamnagar,14-18 year,st
0,3,2,0,0,0,1,0,3,4,2,1,1,2,1,1,2,3,0,6,0.375,female,Rajkot,6-8 year,general
0,3,5,0,0,0,1,0,5,5,0,0,1,4,4,0,1,2,0,6,0.375,female,Mehsana,3-6 year,general
0,4,5,0,0,0,0,1,4,4,1,1,1,2,4,1,4,5,0,7,0.4375,female,Surat,11-14 year,ews
0,1,5,0,1,0,0,0,3,3,0,1,1,4,3,0,2,15,1,6,0.375,male,Valsad,6-8 year,sc
0,2,5,1,0,0,1,0,2,2,1,1,1,4,4,0,3,11,0,7,0.4375,female,Junagadh,8-11 year,st
0,1,5,0,0,1,1,0,1,3,0,0,1,4,4,1,1,21,0,8,0.5,female,Navsari,3-6 year,sc
0,3,7,1,0,0,0,0,0,0,2,1,1,4,3,1,2,15,1,7,0.4375,male,Valsad,6-8 year,general
0,3,4,0,0,0,1,0,5,5,0,1,1,3,4,1,1,33,1,8,0.5,male,Lunavada,3-6 year,general
0,3,1,0,0,0,1,0,2,3,1,0,1,3,2,1,5,14,1,6,0.375,male,Amreli,14-18 year,general
0,1,5,0,0,0,1,0,5,4,2,0,1,4,4,1,2,26,0,6,0.375,female,Vyara,6-8 year,sc
0,1,7,0,0,0,1,1,3,4,1,0,1,2,3,1,2,11,1,6,0.375,male,Junagadh,6-8 year,sc
0,4,4,0,1,0,0,0,3,3,2,1,1,2,2,1,5,14,1,5,0.3125,male,Amreli,14-18 year,ews
0,3,1,0,0,0,1,0,3,1,0,0,1,2,2,0,3,16,0,6,0.375,female,Bharuch,8-11 year,general
0,3,6,0,1,0,0,0,4,1,0,0,1,4,3,0,4,18,0,4,0.25,female,Gandhinagar,11-14 year,general
0,1,4,0,0,0,1,0,5,4,0,1,1,4,2,0,3,29,0,5,0.3125,female,Modasa,8-11 year,sc
0,1,1,0,0,0,1,0,3,1,2,0,1,3,2,1,3,19,1,6,0.375,male,Bardoli,8-11 year,sc
0,1,6,1,0,0,0,0,3,3,1,1,1,3,1,0,4,9,0,5,0.3125,female,Sabarkantha,11-14 year,sc
0,3,5,0,1,0,1,1,4,1,0,0,1,4,1,1,3,13,1,8,0.5,male,Surendranagar,8-11 year,general
0,1,3,1,0,0,0,0,5,4,2,1,1,1,4,1,3,22,0,6,0.375,female,Narmada,8-11 year,sc
1,4,3,0,0,0,1,0,5,5,1,0,1,4,1,1,2,21,0,4,0.25,female,Navsari,6-8 year,ews
1,3,2,0,1,0,1,0,3,4,1,0,1,4,2,1,4,30,0,6,0.375,female,Veraval,11-14 year,general
1,1,5,0,0,0,1,0,5,0,1,0,0,2,2,1,4,2,0,7,0.4375,female,Mehsana,11-14 year,sc
1,4,7,0,1,1,1,0,3,5,2,0,1,1,2,0,1,32,1,5,0.3125,male,Chhota_Udepur,3-6 year,ews
0,2,1,0,0,0,1,0,4,5,1,0,0,1,2,1,1,16,0,4,0.25,female,Bharuch,3-6 year,st
0,1,2,0,0,0,1,1,4,0,1,1,0,4,4,1,4,5,1,7,0.4375,male,Surat,11-14 year,sc
1,4,7,1,1,1,1,0,4,4,1,0,1,4,1,1,3,33,1,7,0.4375,male,Lunavada,8-11 year,ews
0,1,3,0,0,0,1,1,5,3,2,1,1,2,3,1,4,5,0,7,0.4375,female,Surat,11-14 year,sc
0,4,3,0,0,0,1,0,0,2,0,1,0,1,1,1,3,31,1,5,0.3125,male,Botad,8-11 year,ews
0,1,6,0,0,0,0,0,2,0,0,1,1,1,4,1,1,3,0,7,0.4375,female,Rajkot,3-6 year,sc
0,2,2,0,0,0,1,0,4,5,2,0,1,1,2,0,3,19,1,3,0.1875,male,Bardoli,8-11 year,st
0,2,7,1,0,1,1,0,4,3,1,0,1,2,3,1,1,17,0,7,0.4375,female,Panchmahal,3-6 year,st
0,3,7,1,1,0,1,1,5,0,2,0,1,3,1,0,5,3,1,8,0.5,male,Rajkot,14-18 year,general
1,4,6,0,0,1,1,0,1,3,1,0,1,2,4,1,3,12,1,7,0.4375,male,Kutch,8-11 year,ews
0,2,6,0,1,0,0,0,3,0,2,0,0,1,2,1,2,22,0,4,0.25,female,Narmada,6-8 year,st
0,3,3,0,0,0,1,0,5,2,0,1,1,3,3,1,2,32,0,7,0.4375,female,Chhota_Udepur,6-8 year,general
0,4,5,0,0,0,0,0,3,3,0,0,1,3,2,1,2,16,1,5,0.3125,male,Bharuch,6-8 year,ews
0,4,7,0,1,0,1,0,0,4,1,1,1,2,4,1,4,18,0,8,0.5,female,Gandhinagar,11-14 year,ews
0,2,6,0,1,0,0,0,5,4,1,1,0,2,4,1,3,31,1,6,0.375,male,Botad,8-11 year,st
0,2,1,0,0,0,0,1,1,1,2,0,1,3,3,1,3,3,0,6,0.375,female,Rajkot,8-11 year,st
0,1,5,0,0,0,0,0,0,3,2,1,1,3,4,1,1,10,0,8,0.5,female,Jamnagar,3-6 year,sc
0,2,1,0,1,0,0,0,1,4,2,1,1,4,4,1,1,5,0,7,0.4375,female,Surat,3-6 year,st
1,3,5,0,0,0,1,0,1,0,0,0,1,3,3,1,4,24,1,9,0.5625,male,Patan,11-14 year,general
0,4,2,0,1,1,1,0,4,1,1,1,0,1,2,1,5,1,1,5,0.3125,male,Ahmedabad,14-18 year,ews
1,2,4,0,0,1,1,0,0,5,1,0,1,1,4,1,1,9,0,8,0.5,female,Sabarkantha,3-6 year,st
0,2,7,0,1,0,0,0,0,2,1,1,1,3,1,1,3,32,0,7,0.4375,female,Chhota_Udepur,8-11 year,st
1,4,3,0,1,0,1,0,0,1,2,0,1,2,1,1,3,14,1,7,0.4375,male,Amreli,8-11 year,ews
0,1,2,0,0,0,1,0,2,2,0,0,1,4,1,1,4,1,0,5,0.3125,female,Ahmedabad,11-14 year,sc
0,1,4,0,0,0,1,0,4,3,0,0,1,1,4,0,4,31,0,5,0.3125,female,Botad,11-14 year,sc
0,3,1,1,0,0,1,0,1,3,0,1,1,4,2,1,3,24,1,8,0.5,male,Patan,8-11 year,general
0,2,6,0,1,1,1,0,0,1,0,1,0,4,3,1,5,17,0,8,0.5,female,Panchmahal,14-18 year,st
0,1,6,0,0,0,1,0,4,2,0,0,1,2,2,0,5,27,1,5,0.3125,male,Ahmedabad_East,14-18 year,sc
0,4,2,0,0,1,0,0,3,1,0,0,1,3,2,1,2,25,0,5,0.3125,female,Porbander,6-8 year,ews
0,3,6,0,1,0,1,0,1,4,0,1,1,2,4,1,5,30,1,9,0.5625,male,Veraval,14-18 year,general
1,2,2,0,0,0,1,0,5,1,1,0,1,1,2,1,2,28,0,5,0.3125,female,Aahwa,6-8 year,st
0,1,6,0,0,0,1,0,5,3,1,0,1,1,2,1,4,7,0,4,0.25,female,Kheda,11-14 year,sc
1,4,3,1,0,0,1,0,3,5,2,1,1,4,3,1,5,6,0,6,0.375,female,Vadodara,14-18 year,ews
0,1,2,1,0,0,0,0,0,4,2,1,1,1,3,0,3,28,1,5,0.3125,male,Aahwa,8-11 year,sc
0,4,1,0,0,0,0,0,5,2,1,0,1,1,4,1,2,27,0,4,0.25,female,Ahmedabad_East,6-8 year,ews
0,2,1,1,0,0,1,0,4,5,0,1,0,4,3,1,2,25,1,7,0.4375,male,Porbander,6-8 year,st
0,3,3,0,1,0,1,0,4,2,2,1,0,1,1,1,1,20,0,5,0.3125,female,Dahod,3-6 year,general
0,4,5,0,1,0,0,1,2,5,1,0,1,3,3,0,5,21,0,5,0.3125,female,Navsari,14-18 year,ews
0,2,4,0,0,1,1,0,3,4,1,1,1,1,2,1,2,11,1,6,0.375,male,Junagadh,6-8 year,st
0,4,6,0,1,0,1,0,3,5,1,1,1,4,4,1,1,20,1,6,0.375,male,Dahod,3-6 year,ews
0,2,3,0,0,0,1,0,1,3,0,1,1,3,4,1,5,8,1,8,0.5,male,Banaskantha,14-18 year,st
0,1,7,0,0,0,1,0,0,2,0,1,1,3,3,1,2,17,1,8,0.5,male,Panchmahal,6-8 year,sc
0,1,4,0,0,1,1,0,4,5,0,1,1,4,1,1,2,17,1,7,0.4375,male,Panchmahal,6-8 year,sc
0,2,2,0,0,0,1,0,2,3,1,0,1,3,3,0,2,27,1,4,0.25,male,Ahmedabad_East,6-8 year,st
0,4,3,1,0,0,1,0,5,3,2,0,1,4,1,0,2,16,0,3,0.1875,female,Bharuch,6-8 year,ews
0,4,2,0,0,0,1,0,5,5,2,0,1,2,3,1,1,7,0,4,0.25,female,Kheda,3-6 year,ews
0,1,3,0,0,1,1,0,0,4,1,1,1,4,3,1,3,14,0,7,0.4375,female,Amreli,8-11 year,sc
0,4,2,0,1,0,1,0,4,4,0,0,1,2,1,1,4,11,0,6,0.375,female,Junagadh,11-14 year,ews
0,1,3,1,0,0,1,0,4,5,0,0,1,1,4,1,1,30,0,7,0.4375,female,Veraval,3-6 year,sc
0,1,1,0,0,0,1,0,3,0,2,0,0,3,2,1,3,30,1,6,0.375,male,Veraval,8-11 year,sc
1,3,6,0,1,0,0,0,0,2,0,0,1,4,1,1,1,8,1,7,0.4375,male,Banaskantha,3-6 year,general
0,4,4,1,0,1,1,1,5,1,0,1,1,2,4,1,4,12,0,10,0.625,female,Kutch,11-14 year,ews
0,4,3,0,1,0,1,0,2,3,2,0,1,2,2,1,3,33,0,5,0.3125,female,Lunavada,8-11 year,ews
0,4,3,0,1,0,1,1,2,5,1,1,1,4,3,1,4,32,1,6,0.375,male,Chhota_Udepur,11-14 year,ews
0,2,1,0,0,1,1,0,0,3,2,1,1,4,4,1,3,4,0,9,0.5625,female,Bhavnagar,8-11 year,st
1,2,6,0,0,0,1,0,3,2,1,0,0,1,4,0,4,19,1,4,0.25,male,Bardoli,11-14 year,st
0,4,7,0,0,1,1,0,0,1,1,1,1,4,3,1,1,2,1,6,0.375,male,Mehsana,3-6 year,ews
0,1,2,1,0,0,0,0,3,4,2,0,1,3,4,1,1,31,0,6,0.375,female,Botad,3-6 year,sc
0,4,3,0,0,1,1,0,5,3,0,0,0,3,4,1,3,15,0,6,0.375,female,Valsad,8-11 year,ews
0,2,3,0,0,0,1,0,1,2,0,0,0,2,1,0,3,8,1,4,0.25,male,Banaskantha,8-11 year,st
0,1,1,0,1,0,0,0,4,1,1,1,1,4,4,1,1,19,0,7,0.4375,female,Bardoli,3-6 year,sc
1,2,3,0,1,0,0,0,0,2,2,1,1,2,2,1,3,9,0,8,0.5,female,Sabarkantha,8-11 year,st
0,4,2,0,0,0,1,0,4,4,0,1,0,3,3,1,1,24,1,5,0.3125,male,Patan,3-6 year,ews
0,2,6,1,0,0,1,0,3,2,0,1,1,3,1,1,2,26,0,8,0.5,female,Vyara,6-8 year,st
0,3,5,0,0,0,1,0,3,5,2,0,1,3,3,1,4,17,1,6,0.375,male,Panchmahal,11-14 year,general
0,4,3,0,0,1,1,0,5,3,0,0,1,1,2,0,5,21,1,4,0.25,male,Navsari,14-18 year,ews
1,3,4,0,0,0,1,0,0,0,0,0,1,2,2,1,2,10,1,9,0.5625,male,Jamnagar,6-8 year,general
0,1,1,0,0,0,0,0,5,5,0,1,1,2,3,0,3,16,1,6,0.375,male,Bharuch,8-11 year,sc
0,4,1,0,0,0,1,1,1,1,0,1,0,2,3,1,2,15,1,7,0.4375,male,Valsad,6-8 year,ews
0,1,7,0,0,1,0,0,3,1,1,0,1,3,1,1,3,14,0,5,0.3125,female,Amreli,8-11 year,sc
0,3,7,0,0,0,1,1,4,1,0,1,1,1,1,0,4,21,0,6,0.375,female,Navsari,11-14 year,general
1,2,1,0,0,0,0,0,0,1,2,1,1,3,1,1,5,27,0,8,0.5,female,Ahmedabad_East,14-18 year,st
0,2,2,0,0,1,0,0,2,2,0,0,1,1,4,1,2,24,1,6,0.375,male,Patan,6-8 year,st
0,4,1,0,0,0,0,0,1,3,0,0,1,1,1,1,4,30,1,4,0.25,male,Veraval,11-14 year,ews
0,3,6,0,0,0,1,0,0,5,0,0,1,1,1,1,5,4,0,6,0.375,female,Bhavnagar,14-18 year,general
0,4,6,0,0,0,1,0,3,5,1,0,1,3,2,1,5,19,1,4,0.25,male,Bardoli,14-18 year,ews
1,3,4,0,0,0,0,0,0,4,1,0,1,4,3,0,4,2,1,4,0.25,male,Mehsana,11-14 year,general
0,3,5,0,0,0,0,0,5,5,1,0,1,1,2,1,1,18,0,4,0.25,female,Gandhinagar,3-6 year,general
0,1,6,1,1,1,1,0,0,3,1,0,1,3,1,1,1,22,1,9,0.5625,male,Narmada,3-6 year,sc
0,3,4,0,0,0,0,1,1,5,2,1,1,1,2,1,4,12,0,5,0.3125,female,Kutch,11-14 year,general
0,1,7,0,1,0,1,0,4,2,2,0,0,2,4,1,5,31,1,6,0.375,male,Botad,14-18 year,sc
0,3,4,1,0,0,0,0,0,4,1,0,0,2,2,1,4,11,0,5,0.3125,female,Junagadh,11-14 year,general
0,1,3,0,0,0,0,1,1,5,2,1,1,2,2,0,3,28,0,5,0.3125,female,Aahwa,8-11 year,sc
1,3,3,0,0,0,1,0,5,2,1,1,1,3,1,1,2,10,0,7,0.4375,female,Jamnagar,6-8 year,general
0,4,3,0,0,0,0,0,1,5,1,0,1,3,2,0,2,33,0,2,0.125,female,Lunavada,6-8 year,ews
1,3,3,0,0,0,0,0,5,2,2,0,1,4,1,1,2,18,1,4,0.25,male,Gandhinagar,6-8 year,general
0,1,5,0,0,0,0,0,2,3,2,1,1,4,3,0,3,9,1,4,0.25,male,Sabarkantha,8-11 year,sc
1,1,4,0,0,0,1,0,1,1,1,0,1,4,2,1,3,16,1,5,0.3125,male,Bharuch,8-11 year,sc
1,1,5,0,0,0,1,0,1,4,0,1,0,1,3,1,2,27,1,7,0.4375,male,Ahmedabad_East,6-8 year,sc
0,3,4,0,0,0,1,0,2,5,1,0,1,2,3,1,2,22,1,5,0.3125,male,Narmada,6-8 year,general
1,4,1,1,0,0,1,0,1,1,1,1,1,2,2,1,5,14,1,8,0.5,male,Amreli,14-18 year,ews
1,1,6,0,1,0,1,1,5,1,0,0,1,3,2,1,3,16,1,9,0.5625,male,Bharuch,8-11 year,sc
0,2,5,1,0,0,1,0,2,1,1,0,1,3,4,1,5,18,1,8,0.5,male,Gandhinagar,14-18 year,st
0,4,3,0,0,0,0,0,5,5,1,1,0,3,3,1,1,22,1,3,0.1875,male,Narmada,3-6 year,ews
0,1,3,0,1,0,1,0,5,5,0,0,1,2,1,1,5,17,1,7,0.4375,male,Panchmahal,14-18 year,sc
0,1,6,0,0,1,1,0,1,5,1,0,0,1,2,1,2,1,1,4,0.25,male,Ahmedabad,6-8 year,sc
0,4,1,0,1,0,1,1,1,3,1,1,1,1,4,1,3,11,0,8,0.5,female,Junagadh,8-11 year,ews
0,2,4,1,0,0,1,0,5,2,1,1,1,2,2,1,5,26,1,7,0.4375,male,Vyara,14-18 year,st
0,1,4,0,0,0,1,0,2,1,2,1,1,2,2,0,1,4,0,5,0.3125,female,Bhavnagar,3-6 year,sc
1,3,6,0,0,0,1,0,2,2,1,0,1,3,3,1,2,11,1,6,0.375,male,Junagadh,6-8 year,general
0,1,3,1,0,0,1,1,4,3,0,0,0,3,1,1,4,33,0,7,0.4375,female,Lunavada,11-14 year,sc
0,1,7,0,0,0,1,0,3,2,1,0,1,3,3,0,5,5,0,4,0.25,female,Surat,14-18 year,sc
0,3,5,0,0,0,0,0,5,3,1,1,1,4,3,1,4,5,1,5,0.3125,male,Surat,11-14 year,general
0,4,7,1,0,0,0,0,1,0,2,0,1,1,4,1,5,1,1,5,0.3125,male,Ahmedabad,14-18 year,ews
0,1,2,0,0,1,1,1,1,5,0,1,0,1,3,1,4,17,0,7,0.4375,female,Panchmahal,11-14 year,sc
0,4,4,0,0,0,1,0,5,1,0,1,1,4,4,1,4,23,1,6,0.375,male,Anand,11-14 year,ews
1,3,4,1,1,1,0,0,4,1,0,1,1,4,4,1,2,1,1,10,0.625,male,Ahmedabad,6-8 year,general
1,2,4,1,0,0,1,0,0,1,1,0,0,1,1,0,4,19,0,5,0.3125,female,Bardoli,11-14 year,st
0,1,6,0,0,0,1,0,5,2,2,0,1,4,1,1,2,7,0,4,0.25,female,Kheda,6-8 year,sc
0,2,4,0,1,0,0,0,3,1,2,1,1,2,4,1,3,1,1,7,0.4375,male,Ahmedabad,8-11 year,st
0,3,5,1,0,0,0,0,2,1,1,1,1,2,1,1,1,13,0,7,0.4375,female,Surendranagar,3-6 year,general
0,2,7,0,0,0,0,0,2,2,1,1,1,3,4,1,1,24,1,6,0.375,male,Patan,3-6 year,st
0,4,4,0,0,0,0,0,4,2,0,0,0,3,3,1,5,8,1,3,0.1875,male,Banaskantha,14-18 year,ews
0,4,2,0,1,0,1,1,3,1,0,0,1,1,4,1,3,21,1,7,0.4375,male,Navsari,8-11 year,ews
0,1,5,0,0,0,0,0,2,2,2,1,1,3,1,1,3,20,1,6,0.375,male,Dahod,8-11 year,sc
0,3,1,0,0,0,1,0,1,5,0,0,1,2,1,0,3,30,1,6,0.375,male,Veraval,8-11 year,general
0,2,4,0,0,1,1,0,3,2,2,0,1,1,3,0,2,3,0,4,0.25,female,Rajkot,6-8 year,st
0,2,6,1,0,0,1,1,0,2,0,0,1,1,1,0,3,31,1,7,0.4375,male,Botad,8-11 year,st
0,3,2,0,0,0,0,0,3,2,1,1,1,2,1,1,5,14,0,5,0.3125,female,Amreli,14-18 year,general
0,4,4,0,0,1,1,0,0,0,2,1,1,4,3,0,1,18,0,6,0.375,female,Gandhinagar,3-6 year,ews
0,1,3,1,0,1,0,0,4,0,1,1,1,2,3,1,2,8,1,8,0.5,male,Banaskantha,6-8 year,sc
0,1,3,0,0,0,1,0,5,4,0,0,1,4,1,1,3,17,0,5,0.3125,female,Panchmahal,8-11 year,sc
1,2,5,0,0,0,0,1,1,1,1,0,1,4,4,0,2,33,0,6,0.375,female,Lunavada,6-8 year,st
0,4,2,0,0,0,0,0,0,3,1,1,1,1,2,1,3,21,0,4,0.25,female,Navsari,8-11 year,ews
0,1,3,0,0,0,1,0,1,0,2,0,1,1,4,1,1,28,0,6,0.375,female,Aahwa,3-6 year,sc
0,1,4,1,0,0,1,0,5,3,1,0,1,2,3,0,1,16,1,5,0.3125,male,Bharuch,3-6 year,sc
1,4,2,0,0,0,1,0,5,4,1,0,0,4,1,0,1,19,1,2,0.125,male,Bardoli,3-6 year,ews
0,4,2,0,0,0,1,0,5,2,1,0,0,1,3,1,1,16,1,2,0.125,male,Bharuch,3-6 year,ews
0,4,6,0,1,0,1,0,5,5,1,0,1,1,3,0,3,1,1,3,0.1875,male,Ahmedabad,8-11 year,ews
0,3,6,1,1,1,1,0,1,2,1,0,1,3,2,1,1,29,1,8,0.5,male,Modasa,3-6 year,general
0,3,3,0,0,0,0,0,1,5,1,1,1,1,4,1,5,16,1,5,0.3125,male,Bharuch,14-18 year,general
0,1,5,0,0,0,1,0,3,3,1,0,1,2,1,1,3,16,0,6,0.375,female,Bharuch,8-11 year,sc
0,1,3,0,0,0,1,0,0,4,1,0,1,3,2,1,5,14,1,6,0.375,male,Amreli,14-18 year,sc
0,2,3,0,0,0,1,0,4,4,1,1,1,4,1,1,1,1,1,5,0.3125,male,Ahmedabad,3-6 year,st
0,2,2,0,0,0,0,0,1,0,2,0,1,4,3,1,2,7,1,4,0.25,male,Kheda,6-8 year,st
0,2,3,1,0,1,0,0,0,4,2,1,1,4,3,0,2,9,0,6,0.375,female,Sabarkantha,6-8 year,st
0,4,4,0,0,0,1,1,0,3,2,1,1,4,2,1,2,3,0,6,0.375,female,Rajkot,6-8 year,ews
0,4,3,0,0,0,1,0,2,0,2,1,1,1,4,1,5,7,0,6,0.375,female,Kheda,14-18 year,ews
0,2,1,0,0,1,1,0,1,5,2,1,1,2,1,1,2,27,1,8,0.5,male,Ahmedabad_East,6-8 year,st
1,4,6,1,1,1,1,1,1,3,2,1,1,2,1,1,3,12,0,10,0.625,female,Kutch,8-11 year,ews
0,1,3,0,0,0,1,1,0,1,1,0,1,1,3,1,3,3,0,6,0.375,female,Rajkot,8-11 year,sc
0,4,1,0,0,1,1,0,0,5,1,1,0,1,4,0,5,20,1,6,0.375,male,Dahod,14-18 year,ews
0,2,3,0,0,1,1,1,3,1,1,1,1,2,2,0,5,4,0,7,0.4375,female,Bhavnagar,14-18 year,st
0,2,2,0,0,0,1,0,3,2,0,1,1,4,2,1,2,19,0,6,0.375,female,Bardoli,6-8 year,st
0,1,1,0,0,0,1,0,0,4,1,0,1,2,4,1,4,22,1,8,0.5,male,Narmada,11-14 year,sc
1,2,1,0,1,0,1,0,0,5,0,0,1,1,2,1,3,3,0,9,0.5625,female,Rajkot,8-11 year,st
0,3,1,0,0,0,0,0,5,1,2,1,0,4,3,1,2,22,0,4,0.25,female,Narmada,6-8 year,general
0,1,3,0,1,0,1,0,4,3,2,1,0,2,1,1,5,20,1,6,0.375,male,Dahod,14-18 year,sc
1,4,4,0,1,0,0,0,3,1,2,1,0,1,4,1,4,25,0,5,0.3125,female,Porbander,11-14 year,ews
1,4,6,1,0,0,1,0,4,5,1,1,1,2,2,1,1,2,0,7,0.4375,female,Mehsana,3-6 year,ews
0,1,3,0,0,0,1,0,2,5,2,0,1,2,4,1,5,20,1,6,0.375,male,Dahod,14-18 year,sc
0,3,2,1,0,0,1,0,1,2,1,1,1,2,2,1,1,13,1,7,0.4375,male,Surendranagar,3-6 year,general
0,2,2,0,0,0,1,0,5,1,1,0,0,3,1,0,4,32,1,3,0.1875,male,Chhota_Udepur,11-14 year,st
0,2,4,0,0,0,1,0,5,1,1,1,1,4,1,1,4,33,1,5,0.3125,male,Lunavada,11-14 year,st
0,3,6,0,0,1,0,0,2,0,2,0,1,4,2,1,1,22,1,5,0.3125,male,Narmada,3-6 year,general
0,3,6,0,1,0,1,0,1,4,2,0,0,1,3,1,3,26,0,4,0.25,female,Vyara,8-11 year,general
