,Gender,Age,Orphan,state,PinCode,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,out_of_school_child,dropped_continued,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label
933,1,14,0,4,404640,0,1,3,0,1,0,0,1,0,3,4,0,0,1,0,3,2,2,0,4,1,0,5
934,1,20,0,4,594419,0,3,2,1,0,0,0,0,1,2,1,1,1,1,0,2,4,5,0,1,1,1,7
935,1,20,0,7,429802,1,2,2,0,1,1,1,1,1,4,0,0,1,0,2,2,4,4,1,3,1,0,8
936,0,18,0,5,703239,0,3,2,1,1,1,0,1,1,5,0,1,1,0,1,2,2,1,1,1,0,0,7
937,1,16,0,31,558301,1,1,6,0,0,0,1,0,0,4,3,0,0,1,0,2,5,1,0,1,0,1,3
938,0,16,0,30,394534,0,2,4,1,0,1,1,0,0,5,2,0,1,0,2,3,4,5,1,4,1,1,5
939,0,20,1,17,529090,1,3,1,1,1,1,0,0,1,2,3,1,1,1,0,3,4,1,0,3,0,0,10
940,1,19,0,7,921092,0,4,5,1,1,0,0,0,1,1,0,1,0,1,2,3,1,4,0,2,0,1,8
941,0,14,0,26,430410,0,2,1,0,0,1,0,1,1,2,5,1,0,0,0,3,2,4,1,2,0,1,7
942,1,14,0,1,877475,1,3,3,1,1,1,1,1,1,2,3,1,0,0,0,2,3,2,1,1,1,0,7
943,0,16,1,21,122127,0,4,7,1,1,0,0,1,0,2,3,1,1,1,2,3,2,2,0,3,0,1,6
944,0,18,0,9,842683,0,2,6,1,0,1,0,0,1,2,3,1,1,1,0,2,1,1,1,3,1,0,9
945,1,15,0,31,158480,1,1,7,0,0,1,1,0,0,2,1,0,0,0,1,2,3,4,0,2,1,0,5
946,0,14,1,28,920148,0,1,1,1,0,1,0,0,1,5,5,1,1,0,0,3,1,3,1,2,0,1,8
947,0,17,0,9,608034,1,1,3,1,1,1,0,1,1,1,5,0,1,1,0,3,2,2,1,2,0,1,8
948,0,15,1,15,637842,0,3,4,1,0,0,0,1,0,2,3,1,0,1,1,3,2,4,0,1,1,0,6
949,1,19,1,27,552780,1,3,1,1,1,1,1,1,1,4,5,1,0,1,1,2,2,5,0,4,0,1,7
950,0,14,0,33,426145,1,4,7,0,1,1,0,0,0,0,2,1,1,0,2,2,2,1,1,2,0,0,6
951,1,14,0,29,858888,1,3,3,1,0,1,1,1,0,4,0,0,0,0,2,2,1,5,0,1,1,0,5
952,0,19,0,16,340931,1,3,5,0,1,0,0,0,1,1,1,1,1,0,2,3,4,4,1,2,0,0,7
953,1,16,0,16,395644,1,2,7,1,0,0,1,0,0,2,3,0,1,1,2,2,1,2,0,2,1,0,6
954,1,16,0,6,949048,0,3,7,1,0,0,0,0,0,5,1,1,0,1,0,3,5,2,1,3,0,1,6
955,1,17,0,25,709729,1,4,6,1,0,0,0,1,0,3,0,0,0,1,0,2,1,3,1,3,0,1,5
956,0,15,0,1,906511,0,2,7,0,1,1,0,0,0,5,1,1,0,1,2,3,2,1,0,1,1,1,6
957,1,16,0,33,170642,0,3,3,0,1,0,0,1,0,1,1,0,1,0,1,3,2,3,1,1,1,0,4
958,1,17,0,2,535601,0,3,7,1,0,0,0,1,0,3,5,0,0,0,2,2,5,3,0,1,0,1,2
959,1,16,1,20,401663,1,3,7,0,1,0,1,0,0,0,2,0,1,1,2,3,2,3,1,4,0,0,5
960,1,19,0,24,681388,0,1,6,0,0,1,0,0,0,5,1,1,0,1,1,2,3,2,0,1,0,0,4
961,0,21,0,21,247453,1,1,3,1,1,0,1,0,0,5,5,0,1,1,2,2,5,2,1,1,0,0,5
962,1,15,0,14,572630,1,3,2,1,0,0,0,1,0,1,2,0,0,1,2,3,4,2,0,2,1,0,5
963,1,15,0,22,688361,0,3,4,1,0,1,0,1,1,0,0,0,0,0,1,2,4,4,0,2,0,1,7
964,1,19,1,2,723203,0,1,2,0,1,0,0,1,0,5,4,0,0,1,0,3,3,1,1,2,0,0,5
965,0,20,0,1,868597,0,2,6,1,0,0,1,1,0,2,5,0,1,0,0,3,5,5,1,2,1,1,6
966,1,21,0,12,387752,1,4,2,0,1,1,0,1,0,3,4,1,1,1,2,3,5,2,1,3,0,0,6
967,0,16,1,3,539358,0,3,4,0,1,1,1,0,0,4,3,0,0,0,2,2,5,5,1,4,0,0,3
968,0,14,0,5,264640,1,4,2,0,0,1,1,1,1,5,2,1,1,1,0,2,2,5,1,3,1,1,7
969,0,18,1,6,632301,1,3,3,1,1,1,1,1,1,1,0,1,0,1,0,3,3,3,1,3,0,1,9
970,1,17,1,3,903355,0,4,7,1,0,0,0,0,0,0,5,0,1,1,0,3,5,1,0,4,1,0,6
971,0,14,1,22,957765,1,2,3,0,0,1,0,0,0,2,2,1,0,1,2,3,3,3,1,1,1,0,5
972,0,20,1,18,852335,1,4,5,0,1,0,1,1,0,1,3,1,0,0,1,2,4,2,1,2,0,1,4
973,0,16,0,33,208264,0,1,6,0,0,0,0,0,0,1,5,0,1,1,0,3,3,2,1,2,1,0,6
974,1,17,0,2,220634,0,1,4,0,1,1,0,1,0,1,4,1,0,0,2,3,1,2,1,3,0,1,5
975,0,19,0,20,153079,0,2,6,0,0,0,1,1,0,2,5,1,0,0,2,3,3,2,1,4,0,1,2
976,0,19,0,2,280767,0,1,3,0,0,0,0,0,0,1,5,1,0,1,2,3,2,3,0,1,0,1,3
977,0,20,0,8,760110,0,2,1,0,1,1,1,0,0,1,3,0,0,0,1,2,3,1,0,2,0,0,5
978,0,18,0,32,726581,0,2,4,0,0,1,1,1,0,4,2,1,1,0,1,2,2,3,0,3,0,0,5
979,1,16,0,20,505106,0,4,7,1,1,0,1,1,0,1,0,0,0,1,0,2,5,3,0,1,0,0,5
980,0,15,0,23,949183,0,4,3,1,0,0,1,1,0,2,1,0,0,0,1,2,4,5,0,1,0,0,1
981,0,20,0,28,646375,1,3,7,0,0,1,1,1,0,3,2,1,0,1,2,3,1,3,1,2,1,1,6
982,0,17,0,10,949658,1,3,5,1,0,1,0,1,1,1,5,0,0,1,0,3,2,2,0,2,0,1,7
983,1,21,1,30,978097,1,3,4,0,1,1,1,1,0,1,2,1,0,1,2,2,3,5,1,2,0,1,6
984,0,19,0,21,360768,1,3,1,0,1,1,1,1,1,3,1,0,1,1,1,2,3,3,1,2,1,0,8
985,1,15,0,32,319985,0,4,3,0,0,0,1,1,0,4,4,1,1,0,2,2,1,4,1,1,0,1,3
986,1,17,0,3,828227,1,1,3,0,0,1,1,0,0,4,0,1,0,0,2,2,3,3,0,4,1,0,5
987,1,14,0,28,339502,1,4,4,0,1,1,0,0,0,0,1,1,1,0,1,3,1,3,0,2,0,1,6
988,0,18,0,16,824416,1,3,1,0,0,0,1,1,0,2,4,0,0,1,0,2,2,1,0,2,1,0,6
989,1,19,0,33,833142,0,4,6,0,1,0,0,1,0,2,5,1,0,1,2,3,1,5,1,1,0,1,3
990,0,17,0,4,966444,0,1,6,1,0,1,1,1,1,2,4,1,1,0,0,2,3,4,0,2,0,1,8
991,0,19,0,8,927510,0,4,2,1,1,0,0,0,0,3,5,0,1,0,1,2,4,2,0,3,1,0,5
992,0,21,1,1,788390,0,4,5,1,1,1,0,0,1,5,0,0,0,0,2,3,1,1,1,2,1,1,7
993,0,19,0,13,647097,1,4,4,1,1,0,1,0,0,1,0,1,0,0,0,3,1,2,0,3,0,1,6
994,1,16,0,8,835078,0,3,4,0,1,0,0,0,0,4,5,1,1,0,2,3,5,2,0,4,1,1,5
995,1,18,0,29,684640,0,3,4,0,0,1,1,0,1,2,0,1,0,1,1,3,2,1,1,2,1,1,7
996,1,14,0,21,520736,0,3,6,1,0,0,1,0,1,0,4,0,0,1,0,3,5,4,0,4,1,1,7
997,1,19,1,14,766569,0,2,3,1,0,1,0,1,1,0,0,0,1,0,2,2,1,4,1,4,1,0,8
998,0,14,0,8,840918,1,2,2,1,0,0,0,0,0,2,4,1,1,0,0,3,3,3,0,4,0,0,5
999,1,17,0,5,731056,0,4,1,0,1,1,1,0,1,4,1,0,1,0,0,2,5,3,1,2,1,1,7
1000,0,14,0,29,720243,1,4,6,1,1,0,0,0,1,4,3,1,1,1,0,2,2,1,0,3,1,0,8
1001,0,20,0,29,900025,0,3,7,0,0,1,1,0,0,0,2,0,1,0,2,2,4,1,1,2,1,1,6
1002,0,14,0,11,293427,1,3,2,1,0,0,0,1,0,4,2,1,0,0,2,2,2,2,1,2,1,1,5
1003,0,16,0,21,891050,1,2,1,0,1,1,0,1,1,5,4,1,0,1,0,2,1,4,0,1,0,0,8
1004,0,20,0,18,316231,1,4,3,1,0,1,0,0,0,4,1,1,0,0,0,2,4,3,1,1,0,1,4
1005,1,20,0,14,945093,0,1,1,1,1,1,1,0,1,3,4,0,1,0,2,3,3,3,1,3,1,0,8
1006,0,18,1,28,207915,1,4,4,0,1,1,1,0,1,4,0,0,1,1,2,2,1,4,1,3,0,1,7
1007,0,13,0,13,975889,0,4,4,0,1,1,0,0,0,4,4,1,0,0,1,3,3,1,0,2,1,0,5
1008,1,21,0,19,751027,1,4,4,1,1,0,1,1,0,3,1,0,1,0,2,2,3,1,1,4,0,0,3
1009,0,15,0,33,613166,1,4,7,0,0,1,0,1,0,5,0,0,0,1,2,2,2,3,1,3,0,0,4
1010,0,16,0,21,822856,0,3,4,0,0,0,0,0,0,3,1,1,0,1,2,2,5,1,1,4,1,0,4
1011,1,19,0,15,599307,0,4,4,0,0,0,0,0,0,4,0,0,1,0,0,2,4,1,1,4,1,1,4
1012,1,16,0,4,213462,1,1,7,1,1,1,0,0,1,0,5,1,0,1,0,3,3,4,0,2,1,0,11
1013,1,18,0,13,772005,1,3,6,0,0,0,1,1,0,5,2,1,1,0,1,2,4,5,1,2,1,1,5
1014,1,16,0,32,675122,0,4,3,0,0,0,1,1,0,2,4,0,0,0,2,2,3,3,0,3,0,0,1
1015,1,19,0,9,636133,1,3,6,1,1,1,0,1,1,2,2,1,1,0,1,2,2,4,0,1,1,0,8
1016,1,15,0,25,605121,1,4,7,1,0,1,1,0,0,5,3,0,0,1,2,3,5,1,0,2,1,0,5
1017,1,18,0,16,655436,1,1,5,1,0,1,0,1,1,3,4,0,0,0,0,3,3,5,1,2,1,1,7
1018,0,15,0,12,181966,1,3,3,0,1,0,1,1,1,5,0,0,1,1,0,2,2,1,0,3,1,0,8
1019,1,20,0,8,907632,1,2,3,1,1,0,1,0,0,2,3,0,1,0,1,2,3,5,0,4,0,1,4
1020,0,20,0,31,473296,1,1,7,0,0,0,0,1,0,2,0,0,1,0,2,3,2,2,1,3,1,1,5
1021,1,17,0,33,798480,0,1,4,0,0,0,0,0,0,2,5,0,0,0,2,3,5,1,1,3,0,0,2
1022,0,19,0,32,366907,0,4,2,0,1,0,0,0,0,2,2,1,1,0,0,3,4,5,0,4,0,0,4
1023,0,20,0,8,400225,0,1,4,1,1,0,1,0,0,5,0,0,0,1,2,2,5,1,1,4,0,1,5
1024,1,19,0,18,735765,0,2,5,1,1,1,0,0,1,1,0,1,0,1,0,2,4,4,1,2,0,0,11
1025,1,19,0,14,182091,0,1,6,0,1,0,1,0,0,4,0,0,1,0,2,3,1,3,1,2,0,0,5
1026,1,18,0,10,416194,0,2,7,0,0,0,0,1,0,2,5,1,0,0,2,3,4,4,0,1,0,0,3
1027,1,21,0,17,964018,0,1,4,1,1,1,1,1,1,4,0,1,0,1,2,3,5,4,0,2,1,1,10
1028,0,15,1,11,530320,0,3,2,1,0,1,0,0,1,4,0,1,0,1,1,2,2,1,1,2,0,0,7
1029,0,17,0,26,280884,1,3,1,0,1,0,0,1,1,1,0,1,1,1,0,2,5,3,1,4,1,1,9
1030,0,20,0,1,607539,0,2,7,0,0,0,1,0,0,3,0,0,1,0,2,2,4,2,1,2,0,0,4
1031,0,16,0,31,993977,1,2,2,1,1,1,0,1,1,3,4,0,1,1,1,2,1,3,1,2,1,0,8
1032,1,21,0,7,835337,0,1,4,1,0,1,0,1,0,5,2,0,0,0,0,3,4,3,1,4,0,0,4
1033,1,17,0,15,722012,0,1,7,0,0,1,1,1,0,5,3,1,1,0,0,3,2,4,1,1,0,0,6
1034,1,16,0,28,924512,0,1,6,1,0,1,1,0,1,4,2,1,1,1,2,2,4,1,1,1,1,0,7
1035,0,16,0,18,736368,0,3,5,0,1,1,0,0,1,5,3,1,1,1,1,3,5,2,0,4,0,0,7
1036,1,15,0,2,959947,0,2,2,0,0,0,0,1,0,2,0,0,1,1,1,3,1,4,1,3,0,0,6
1037,1,14,0,30,416961,1,2,2,1,1,0,1,0,0,5,3,0,1,0,2,2,4,1,1,4,0,1,4
1038,0,21,0,10,136139,1,3,7,0,1,0,0,0,0,3,0,0,0,1,2,3,3,1,0,4,1,0,5
1039,0,21,0,21,252816,0,3,6,1,0,1,0,1,1,1,1,1,1,1,0,2,5,4,1,1,1,0,9
1040,0,17,0,13,926829,1,4,1,1,1,0,1,1,1,2,5,1,1,1,0,3,3,1,1,2,0,0,8
1041,0,20,0,10,320606,1,3,4,1,0,1,1,1,1,1,0,1,0,0,1,3,3,2,0,3,1,1,7
1042,1,20,0,31,837392,0,1,2,1,0,0,0,0,1,3,2,1,0,1,0,2,4,2,1,2,1,1,7
1043,0,16,0,14,491883,1,2,6,1,1,0,1,1,0,2,5,0,0,1,0,2,4,5,0,1,1,1,6
1044,1,19,0,14,945145,1,1,2,1,0,1,1,0,1,3,4,1,1,1,2,2,2,4,0,1,1,0,8
1045,0,14,0,19,736592,1,3,2,0,0,1,1,0,0,3,0,0,0,0,2,2,3,5,0,4,0,1,3
1046,1,15,1,15,467956,1,1,5,0,1,1,0,0,1,4,5,1,1,1,0,3,4,1,0,4,1,1,9
1047,0,16,1,25,918921,0,1,7,1,0,0,0,1,0,5,1,1,1,0,2,3,5,2,1,3,0,0,5
1048,0,15,0,24,262254,1,2,3,0,0,0,0,1,0,4,3,0,1,0,1,3,4,4,0,2,1,1,5
1049,1,17,0,14,880672,0,2,3,1,0,0,0,0,0,1,1,0,0,0,2,2,1,2,1,3,0,0,3
1050,0,14,0,10,653925,0,3,2,1,1,1,0,0,1,0,5,1,1,0,1,2,3,4,1,3,1,0,10
1051,0,13,0,24,183631,1,4,6,0,0,0,0,0,0,4,0,1,0,0,1,3,2,2,1,3,1,1,4
1052,1,18,0,1,801817,1,1,1,1,1,0,0,0,1,2,2,1,1,0,2,3,1,2,1,4,1,1,7
1053,0,14,0,18,345029,1,4,3,0,1,1,0,0,0,1,2,0,0,0,1,3,1,1,1,3,1,0,4
1054,0,15,0,28,905432,1,1,5,0,0,0,1,1,0,1,5,0,0,0,1,3,3,1,1,1,1,1,3
1055,1,15,1,18,472249,0,3,4,0,0,1,1,1,0,1,1,0,1,0,0,3,4,1,0,4,1,0,5
1056,1,15,1,13,142532,0,3,7,1,0,0,1,1,0,1,1,0,0,0,0,3,2,4,0,2,0,1,5
1057,0,21,0,18,510270,1,3,1,1,0,0,1,1,1,1,0,1,0,1,1,3,2,3,1,4,1,1,7
1058,0,15,1,19,419375,0,4,5,1,1,0,1,0,1,5,0,0,0,0,0,2,4,4,0,3,0,1,7
1059,1,18,1,21,386639,1,4,2,1,1,1,0,1,1,2,5,1,1,1,1,2,3,4,1,1,0,1,7
1060,1,17,1,8,677410,1,1,4,1,0,1,1,0,1,1,0,1,0,1,1,3,5,3,0,3,1,0,8
1061,0,18,0,22,827651,0,2,6,0,0,1,1,1,0,5,1,1,0,0,2,2,5,1,1,1,1,1,4
1062,1,15,0,1,146988,1,3,6,1,1,0,0,1,1,0,4,1,1,1,0,2,2,3,1,1,0,0,8
1063,0,18,0,5,304511,1,2,5,0,0,0,1,1,1,0,3,1,0,0,0,3,5,4,0,3,1,1,8
1064,1,16,0,15,995687,1,1,6,1,1,1,1,0,0,3,2,1,0,0,1,3,4,2,0,4,0,1,5
1065,1,20,0,22,686612,1,2,2,0,1,0,1,0,0,3,0,0,1,1,2,2,2,2,0,4,0,0,5
1066,0,21,1,4,835496,0,2,2,0,1,0,0,0,0,1,2,1,1,0,2,2,1,1,1,3,1,0,6
1067,0,17,0,11,425887,0,3,7,1,1,0,0,1,0,1,1,0,1,0,0,2,5,3,0,4,0,1,5
1068,0,20,0,16,981782,1,4,7,0,1,1,1,1,0,4,3,0,1,0,1,3,3,3,0,1,0,0,3
1069,1,21,1,4,736365,1,1,7,0,1,1,1,1,0,4,4,0,1,1,2,2,4,1,0,2,0,0,6
1070,0,17,0,31,330313,0,3,4,0,0,1,1,1,0,2,4,0,1,1,0,2,5,3,1,4,0,1,5
1071,0,16,0,2,656217,1,1,6,0,1,1,1,1,0,3,4,0,0,1,2,2,4,4,0,1,1,0,6
1072,0,15,1,27,272369,1,3,2,0,0,0,0,1,0,5,0,1,0,0,2,2,5,3,0,4,0,1,3
1073,0,19,0,2,489458,1,4,3,0,0,0,1,0,0,1,0,0,1,1,0,2,5,1,0,1,1,1,5
1074,0,14,0,24,584892,0,2,3,0,0,0,0,0,0,2,5,1,1,1,2,2,4,4,1,4,1,1,6
1075,0,20,0,24,227443,1,1,6,1,0,0,0,1,0,3,5,0,0,1,2,2,4,2,0,2,0,0,4
1076,0,21,1,31,553804,1,1,6,0,1,0,0,1,0,5,5,1,0,0,0,3,2,4,0,3,0,0,6
1077,1,19,0,7,244469,0,3,4,0,0,0,1,1,0,3,2,0,1,1,0,3,4,3,0,2,0,0,5
1078,1,16,0,31,680313,1,2,2,0,0,1,1,1,1,5,3,1,0,1,0,3,3,4,0,1,1,1,7
1079,0,19,0,8,403603,0,1,5,1,1,1,1,0,1,5,2,0,0,1,0,3,2,1,1,3,1,0,9
1080,1,17,0,17,606620,0,2,1,1,0,1,1,0,1,1,3,1,1,1,0,3,1,1,0,2,0,1,9
1081,0,19,0,9,157479,0,4,1,0,0,0,0,1,0,3,0,1,0,0,2,3,3,4,0,2,0,0,5
1082,0,17,0,5,261763,0,1,6,1,1,1,1,0,1,3,0,1,1,1,0,3,4,1,1,3,0,0,10
1083,0,15,1,13,201774,0,4,4,0,0,0,0,0,0,3,5,0,0,0,2,3,3,4,1,4,1,0,2
1084,0,16,0,19,344938,1,3,1,0,1,0,0,0,1,4,1,1,0,0,0,2,3,1,0,3,1,0,7
1085,0,16,0,24,112329,0,1,5,1,1,0,1,1,1,0,1,1,0,0,2,3,1,3,1,2,1,1,8
1086,0,15,0,23,154086,0,4,3,1,1,0,0,0,0,5,4,0,0,0,0,3,5,4,0,2,0,0,5
1087,0,14,1,21,560025,1,3,1,0,0,0,1,1,0,4,4,0,1,1,0,3,1,2,0,3,0,0,6
1088,0,15,0,24,578694,0,3,3,0,1,1,1,1,1,1,4,1,0,1,1,2,4,4,1,4,1,0,7
1089,0,20,0,8,887726,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,2,5,2,1,4,1,0,10
1090,1,14,0,26,412513,0,1,4,1,1,0,0,0,0,2,4,1,0,0,1,2,4,4,1,1,1,0,6
1091,1,14,0,2,801584,0,4,2,1,1,0,0,0,0,4,5,0,1,0,1,2,5,4,0,3,1,1,6
1092,1,15,0,18,178829,0,1,2,0,1,1,0,1,1,5,0,0,1,1,1,3,5,2,0,2,1,1,8
1093,0,15,0,27,661795,1,3,1,1,1,0,0,1,1,3,5,1,1,0,0,2,2,1,1,1,1,0,8
1094,1,19,0,22,253032,1,4,1,1,0,0,1,0,0,2,3,1,0,0,2,3,2,2,0,3,0,1,4
1095,1,15,0,24,800837,1,4,2,0,0,1,1,0,0,4,0,1,0,1,2,2,5,4,0,1,0,0,5
1096,1,14,0,6,194509,0,4,6,1,1,0,1,0,0,0,5,0,0,0,2,2,4,2,1,2,1,0,5
1097,0,15,0,3,465024,0,2,6,1,1,0,1,1,0,4,2,0,0,0,0,2,3,4,0,1,0,1,5
1098,1,14,0,30,967473,0,2,7,1,0,0,0,0,0,3,3,0,0,0,1,2,1,2,0,2,0,1,3
1099,1,15,0,29,952108,1,4,4,0,1,0,0,1,0,1,2,1,0,0,1,2,5,2,1,4,1,1,3
1100,1,17,0,26,368156,0,2,7,1,1,0,0,1,1,2,3,1,1,1,0,3,5,4,0,3,0,0,9
1101,0,14,0,22,457260,1,4,3,1,0,1,0,1,0,2,0,1,0,1,1,2,4,2,0,4,0,0,5
1102,0,19,0,16,283388,0,2,5,1,1,1,0,0,1,2,5,1,0,1,0,3,4,3,1,3,0,1,9
1103,0,19,0,17,765240,0,2,1,0,1,0,1,1,1,4,4,0,1,1,0,2,5,4,0,4,1,0,8
1104,1,16,0,14,974093,0,1,3,1,0,1,0,1,0,4,4,0,0,0,0,2,3,1,0,2,1,1,6
1105,0,21,0,25,530303,1,2,2,0,0,0,0,1,0,0,1,0,1,1,0,2,4,1,1,1,1,1,6
1106,1,18,0,28,678322,1,4,1,0,0,0,1,1,0,0,5,0,0,0,0,2,5,4,0,2,1,0,6
1107,0,19,0,21,996216,0,3,5,0,0,0,1,1,0,4,2,0,1,1,2,3,4,3,0,3,0,0,5
1108,1,19,0,10,636651,0,1,7,0,1,1,1,0,0,5,3,0,0,1,2,2,3,3,1,3,1,1,6
1109,0,21,0,27,835746,1,3,3,0,1,0,1,1,0,5,3,0,1,0,2,2,4,4,0,3,1,1,6
1110,0,15,0,18,679735,1,3,7,0,0,1,0,1,0,1,4,1,1,0,0,3,5,2,0,3,0,1,6
1111,1,17,0,1,333013,0,1,2,0,1,1,0,0,1,3,4,1,1,1,2,3,5,1,0,2,0,0,7
1112,1,21,0,4,319166,1,2,6,1,0,1,0,1,0,5,0,0,1,0,2,3,5,2,0,2,0,0,6
1113,1,15,1,6,630228,1,1,2,1,1,1,0,0,1,1,5,1,1,0,0,2,4,3,1,3,1,0,9
1114,1,16,0,7,731340,0,3,1,0,1,0,1,0,0,5,4,0,1,0,1,3,4,4,1,4,0,0,5
1115,0,21,0,3,907797,1,1,1,0,0,0,1,0,0,2,4,0,0,0,1,2,2,4,1,2,1,0,5
1116,0,15,0,33,572003,0,3,1,1,0,1,1,1,1,2,0,0,1,1,0,3,1,2,1,1,0,1,8
1117,0,17,0,1,428349,1,4,5,1,0,0,0,0,0,2,5,1,1,1,1,2,5,1,0,4,1,1,6
1118,0,18,0,23,894979,0,1,2,0,0,1,1,0,0,1,3,0,1,1,1,2,4,1,1,4,1,0,5
1119,0,14,0,28,407364,1,3,2,1,1,1,1,1,1,1,0,1,0,0,2,3,5,4,0,4,0,0,7
1120,1,17,0,21,496666,0,1,3,1,1,1,0,1,0,4,1,1,0,0,2,2,4,4,1,4,0,1,6
1121,1,14,0,16,634953,0,2,1,0,1,0,0,1,1,3,4,0,0,1,0,3,2,4,0,2,1,0,8
1122,1,14,0,20,928863,0,1,7,1,1,1,1,1,1,5,3,0,0,1,0,3,2,3,1,3,1,0,8
1123,1,15,0,25,749126,0,4,6,0,0,1,1,1,0,0,4,1,1,1,1,3,1,2,0,4,0,0,5
1124,0,20,0,20,724199,0,4,7,1,1,1,0,0,1,5,0,1,1,1,1,2,5,1,0,2,0,1,8
1125,1,20,1,13,482093,1,3,4,0,0,0,1,1,0,4,5,1,0,0,1,2,5,2,1,2,1,0,4
1126,1,16,0,21,804700,0,1,4,0,1,1,0,1,1,0,2,1,1,0,1,3,2,4,0,4,0,1,7
1127,1,14,0,7,624064,0,2,2,1,1,1,1,1,1,1,1,1,0,1,0,3,5,4,0,1,0,1,8
1128,1,15,0,13,352784,1,1,6,1,0,1,1,1,1,1,4,1,1,0,0,2,3,1,0,3,1,1,8
1129,0,20,0,33,444110,0,4,4,1,1,1,0,1,0,3,1,0,1,1,2,3,4,2,1,2,0,1,6
1130,1,14,0,11,164619,1,3,7,0,0,1,1,1,0,2,1,1,1,1,2,2,4,1,1,4,1,1,6
1131,0,16,0,19,792344,0,3,7,1,0,0,0,1,0,3,2,0,1,1,0,2,3,1,0,3,0,0,6
1132,1,15,0,27,130581,0,4,6,0,0,1,1,0,0,0,4,0,0,0,2,3,4,3,0,1,1,1,3
1133,1,16,0,14,235660,0,2,7,0,0,1,1,0,0,4,4,0,1,0,2,3,1,3,0,3,1,1,5
1134,1,19,1,21,573797,0,2,6,1,0,0,0,1,0,5,4,1,0,0,2,3,5,4,1,3,1,0,6
1135,0,19,1,19,406980,0,3,7,0,0,1,1,1,0,4,0,0,0,0,1,3,3,3,0,3,0,0,4
1136,0,15,0,21,316570,1,1,1,0,0,1,1,1,0,4,4,0,1,0,0,2,5,2,1,1,1,1,6
1137,0,16,0,9,345639,1,4,6,0,1,0,0,1,0,4,2,1,0,1,2,3,5,2,1,4,1,1,4
1138,1,15,1,26,696443,0,3,1,0,0,0,0,1,0,3,4,1,0,0,2,2,5,4,0,2,0,1,5
1139,0,15,0,27,725194,0,1,2,0,1,0,0,0,0,2,4,0,1,1,0,3,3,4,1,1,0,0,6
1140,1,14,0,13,493294,1,3,2,1,1,1,1,1,0,4,2,1,0,1,2,2,4,3,0,4,0,0,6
1141,0,16,0,1,935792,0,3,6,1,1,1,1,0,0,0,5,0,0,0,2,3,3,3,0,4,0,1,5
1142,0,18,1,27,377790,0,1,4,0,1,1,1,1,0,3,3,0,0,0,0,2,3,1,1,2,0,0,5
1143,1,15,0,11,234602,1,1,6,1,1,0,0,1,0,5,3,1,1,0,1,2,5,4,0,1,0,0,6
1144,0,18,0,26,807652,1,3,4,1,1,1,0,1,0,4,0,0,1,0,1,3,1,1,0,1,0,0,6
1145,0,20,0,33,280915,0,1,2,0,0,0,1,0,0,2,5,1,0,0,2,3,5,3,1,1,0,0,2
1146,1,18,0,31,830920,1,4,4,0,1,1,1,1,0,0,2,0,1,1,0,3,5,3,0,4,0,1,6
1147,1,16,0,29,250042,1,4,6,1,0,1,0,1,0,5,3,0,0,0,2,2,2,1,1,2,0,0,3
1148,0,21,0,20,790385,1,2,6,1,1,1,0,0,0,2,2,0,0,1,1,2,3,3,0,1,0,0,5
1149,0,18,0,3,858959,1,4,3,0,0,0,1,0,0,1,2,1,0,0,0,3,3,3,1,1,1,0,3
1150,1,15,1,15,704471,0,2,4,0,1,0,1,1,0,2,4,0,1,1,1,2,5,4,0,4,0,1,5
1151,1,17,0,5,204371,1,3,2,0,1,0,1,1,0,1,4,1,1,1,1,3,5,2,1,3,0,1,6
1152,0,14,1,21,162692,0,4,3,0,0,0,0,0,0,5,5,1,0,0,1,3,1,4,1,1,1,0,3
1153,0,21,1,20,936326,0,3,4,0,0,0,0,1,0,0,4,1,0,0,0,2,4,2,1,3,1,1,6
1154,1,15,0,21,856798,0,2,3,0,0,0,0,1,0,1,5,0,1,1,0,2,5,4,1,2,0,0,6
1155,0,16,0,20,940766,1,4,3,1,1,1,1,0,0,2,5,1,0,0,1,2,5,2,0,4,1,1,5
1156,1,17,0,24,990692,0,2,4,0,1,0,0,0,0,5,3,1,1,1,1,2,1,3,1,4,0,0,5
1157,1,21,0,16,369542,0,1,1,0,1,1,1,1,1,4,5,0,0,0,0,3,2,1,0,2,1,0,7
1158,0,15,0,22,628263,0,3,7,1,1,0,0,1,0,1,4,0,0,1,1,2,3,1,1,4,0,0,4
1159,0,16,0,16,314939,1,2,6,0,1,0,0,0,0,0,0,0,0,0,1,3,2,2,0,4,1,1,5
1160,1,19,0,23,195127,0,3,7,0,0,0,1,1,0,0,3,0,0,1,0,2,3,3,1,2,1,1,6
1161,0,20,0,10,914759,1,1,1,0,1,1,1,1,1,4,2,0,1,0,2,2,4,3,0,2,1,1,7
1162,1,20,1,5,175057,0,2,2,1,1,0,1,1,1,1,0,1,0,1,2,2,2,4,1,3,0,1,8
1163,0,19,0,30,555421,0,4,4,0,1,0,1,1,0,2,4,0,1,1,2,3,4,1,1,2,1,0,5
